date,reason,code,total_score,price,occupied_slots,observation_occupied,observation_occupancy_pct
2017-02-13,MAX_POSITIONS,US.ON,100.0,14.94,10,2,20.0
2017-02-13,MAX_POSITIONS,US.TSLA,100.0,18.7064796,10,2,20.0
2017-02-13,MAX_POSITIONS,US.HON,100.0,99.604942919,10,2,20.0
2017-02-13,MAX_POSITIONS,US.CSCO,84.0,24.249554405,10,2,20.0
2017-02-15,MAX_POSITIONS,US.SPY,87.92,202.277762471,10,2,20.0
2017-02-15,MAX_POSITIONS,US.FANG,96.23,86.2038702,10,2,20.0
2017-02-15,MAX_POSITIONS,US.ADI,100.0,68.439942129,10,2,20.0
2017-02-15,MAX_POSITIONS,US.AMGN,100.0,129.993650875,10,2,20.0
2017-02-16,MAX_POSITIONS,US.TTD,95.99,3.336,10,2,20.0
2017-02-16,MAX_POSITIONS,US.PEP,81.22,80.762964678,10,2,20.0
2017-02-21,MAX_POSITIONS,US.AMZN,88.51,42.822,10,2,20.0
2017-02-21,MAX_POSITIONS,US.AMAT,100.0,33.113090152,10,2,20.0
2017-02-21,MAX_POSITIONS,US.MRVL,100.0,15.204299374,10,2,20.0
2017-02-21,MAX_POSITIONS,US.SPY,92.35,203.595336555,10,2,20.0
2017-02-21,MAX_POSITIONS,US.AEP,90.98,44.935468746,10,2,20.0
2017-02-21,MAX_POSITIONS,US.PEP,90.91,81.689213996,10,2,20.0
2017-02-23,MAX_POSITIONS,US.AEP,87.65,45.869317633,10,2,20.0
2017-02-24,MAX_POSITIONS,US.MELI,100.0,207.307002742,10,2,20.0
2017-02-24,MAX_POSITIONS,US.EXC,100.0,18.943205869,10,2,20.0
2017-02-24,MAX_POSITIONS,US.AEP,100.0,46.720987817,10,2,20.0
2017-02-24,MAX_POSITIONS,US.PAYX,86.67,46.50294066,10,2,20.0
2017-02-27,MAX_POSITIONS,US.AMD,100.0,15.2,10,2,20.0
2017-02-28,MAX_POSITIONS,US.BKNG,100.0,67.530710046,10,2,20.0
2017-02-28,MAX_POSITIONS,US.TTD,100.0,4.221,10,2,20.0
2017-03-01,MAX_POSITIONS,US.PAYX,85.32,47.255293688,10,2,20.0
2017-03-01,MAX_POSITIONS,US.HON,100.0,103.348223072,10,2,20.0
2017-03-01,MAX_POSITIONS,US.SPY,100.0,206.445774606,10,2,20.0
2017-03-01,MAX_POSITIONS,US.ADP,100.0,85.00405283,10,2,20.0
2017-03-01,MAX_POSITIONS,US.ADI,100.0,70.635382928,10,2,20.0
2017-03-02,MAX_POSITIONS,US.MNST,100.0,23.685,10,2,20.0
2017-03-10,MAX_POSITIONS,US.AMAT,100.0,34.507134953,10,2,20.0
2017-03-13,MAX_POSITIONS,US.LRCX,84.2,10.643708818,10,2,20.0
2017-03-15,MAX_POSITIONS,US.LRCX,84.79,10.802310004,10,2,20.0
2017-03-16,MAX_POSITIONS,US.LRCX,83.31,10.963599346,10,2,20.0
2017-03-17,MAX_POSITIONS,US.ADBE,100.0,127.01,10,2,20.0
2017-03-17,MAX_POSITIONS,US.CTAS,100.0,28.438957692,10,2,20.0
2017-03-24,MAX_POSITIONS,US.MU,100.0,27.727415323,10,3,30.0
2017-03-28,MAX_POSITIONS,US.TSLA,93.37,18.4964817,10,3,30.0
2017-03-29,MAX_POSITIONS,US.FTNT,86.66,7.662,10,3,30.0
2017-03-29,MAX_POSITIONS,US.AMZN,100.0,43.716,10,3,30.0
2017-03-29,MAX_POSITIONS,US.VRTX,100.0,108.01,10,3,30.0
2017-03-31,MAX_POSITIONS,US.AMZN,95.15,44.327,10,3,30.0
2017-04-03,MAX_POSITIONS,US.TSLA,100.0,19.90113432,10,3,30.0
2017-04-04,MAX_POSITIONS,US.AMZN,100.0,45.3415,10,3,30.0
2017-04-04,MAX_POSITIONS,US.NXPI,94.99,92.557875985,10,3,30.0
2017-04-19,MAX_POSITIONS,US.LRCX,100.0,11.877572284,10,5,50.0
2017-04-19,MAX_POSITIONS,US.ISRG,100.0,89.742648837,10,5,50.0
2017-04-19,MAX_POSITIONS,US.TTWO,80.25,60.45,10,5,50.0
2017-04-20,MAX_POSITIONS,US.EA,82.77,88.515385888,10,5,50.0
2017-04-20,MAX_POSITIONS,US.SBUX,83.87,49.154656091,10,5,50.0
2017-04-20,MAX_POSITIONS,US.TTWO,100.0,62.03,10,5,50.0
2017-04-20,MAX_POSITIONS,US.LRCX,100.0,12.16341284,10,5,50.0
2017-04-24,MAX_POSITIONS,US.META,83.69,144.203671139,10,5,50.0
2017-04-24,MAX_POSITIONS,US.VRSK,87.64,78.588333637,10,5,50.0
2017-04-24,MAX_POSITIONS,US.LRCX,91.96,12.445669188,10,5,50.0
2017-04-24,MAX_POSITIONS,US.HON,92.99,105.564943785,10,5,50.0
2017-04-24,MAX_POSITIONS,US.EA,80.73,90.068117139,10,5,50.0
2017-04-24,MAX_POSITIONS,US.GOOGL,100.0,43.560240148,10,5,50.0
2017-04-24,MAX_POSITIONS,US.CDNS,100.0,33.48,10,5,50.0
2017-04-24,MAX_POSITIONS,US.SNPS,100.0,73.85,10,5,50.0
2017-04-24,MAX_POSITIONS,US.MSFT,100.0,60.849856833,10,5,50.0
2017-04-24,MAX_POSITIONS,US.GOOG,100.0,42.760986821,10,5,50.0
2017-04-25,MAX_POSITIONS,US.LRCX,100.0,12.736886056,10,5,50.0
2017-04-25,MAX_POSITIONS,US.NFLX,100.0,15.216,10,5,50.0
2017-04-25,MAX_POSITIONS,US.TMUS,100.0,64.406397532,10,5,50.0
2017-04-25,MAX_POSITIONS,US.GOOG,96.36,43.233817984,10,5,50.0
2017-04-25,MAX_POSITIONS,US.GOOGL,93.07,44.05138504,10,5,50.0
2017-04-25,MAX_POSITIONS,US.ADP,81.81,85.863762762,10,5,50.0
2017-04-25,MAX_POSITIONS,US.MELI,81.67,230.257207592,10,5,50.0
2017-04-26,MAX_POSITIONS,US.COST,100.0,150.45682758,10,5,50.0
2017-04-27,MAX_POSITIONS,US.BKNG,100.0,71.907341473,10,5,50.0
2017-04-27,MAX_POSITIONS,US.INTU,100.0,117.609778514,10,5,50.0
2017-04-28,MAX_POSITIONS,US.GOOG,100.0,44.902109069,10,5,50.0
2017-04-28,MAX_POSITIONS,US.META,100.0,148.942060828,10,5,50.0
2017-04-28,MAX_POSITIONS,US.GOOGL,100.0,45.819704893,10,5,50.0
2017-05-01,MAX_POSITIONS,US.TSLA,100.0,21.52178478,10,5,50.0
2017-05-04,MAX_POSITIONS,US.REGN,100.0,430.752233239,10,5,50.0
2017-05-04,MAX_POSITIONS,US.COST,100.0,155.264978462,10,5,50.0
2017-05-04,MAX_POSITIONS,US.NXPI,98.35,94.082151335,10,5,50.0
2017-05-04,MAX_POSITIONS,US.BKNG,86.33,74.826923596,10,5,50.0
2017-05-05,MAX_POSITIONS,US.MELI,100.0,274.715228899,10,5,50.0
2017-05-05,MAX_POSITIONS,US.MNST,100.0,23.725,10,5,50.0
2017-05-05,MAX_POSITIONS,US.TTWO,98.58,65.42,10,5,50.0
2017-05-10,MAX_POSITIONS,US.EA,100.0,104.964632581,10,5,50.0
2017-05-10,MAX_POSITIONS,US.AMAT,91.48,38.806948464,10,5,50.0
2017-05-10,MAX_POSITIONS,US.NVDA,100.0,2.987143461,10,5,50.0
2017-05-10,MAX_POSITIONS,US.TTWO,100.0,68.68,10,5,50.0
2017-05-11,MAX_POSITIONS,US.NVDA,100.0,3.115455915,10,5,50.0
2017-05-12,MAX_POSITIONS,US.TTD,100.0,5.19,10,5,50.0
2017-05-15,MAX_POSITIONS,US.MRVL,90.94,15.168807757,10,5,50.0
2017-05-15,MAX_POSITIONS,US.WDAY,100.0,95.72,10,5,50.0
2017-05-15,MAX_POSITIONS,US.AMAT,95.93,40.119523115,10,5,50.0
2017-05-15,MAX_POSITIONS,US.NVDA,95.2,3.307801454,10,5,50.0
2017-05-15,MAX_POSITIONS,US.AVGO,85.51,18.741340667,10,5,50.0
2017-05-16,MAX_POSITIONS,US.TTWO,93.36,70.37,10,5,50.0
2017-05-16,MAX_POSITIONS,US.ISRG,87.8,95.494755969,10,5,50.0
2017-05-16,MAX_POSITIONS,US.NXPI,92.04,94.89274863,10,5,50.0
2017-05-16,MAX_POSITIONS,US.ON,100.0,15.94,10,5,50.0
2017-05-16,MAX_POSITIONS,US.AMAT,92.44,40.798441037,10,5,50.0
2017-05-22,MAX_POSITIONS,US.AEP,82.1,48.86803283,10,5,50.0
2017-05-23,MAX_POSITIONS,US.TTWO,100.0,72.83,10,5,50.0
2017-05-23,MAX_POSITIONS,US.INTU,94.89,120.924312516,10,5,50.0
2017-05-23,MAX_POSITIONS,US.CDNS,93.06,34.02,10,5,50.0
2017-05-24,MAX_POSITIONS,US.INTU,100.0,129.051474983,10,5,50.0
2017-05-25,MAX_POSITIONS,US.SBUX,100.0,51.673835194,10,5,50.0
2017-05-25,MAX_POSITIONS,US.GOOGL,100.0,49.157111253,10,5,50.0
2017-05-25,MAX_POSITIONS,US.GOOG,100.0,48.053325563,10,5,50.0
2017-05-25,MAX_POSITIONS,US.XEL,98.4,35.642279355,10,5,50.0
2017-05-25,MAX_POSITIONS,US.AMZN,97.62,49.669,10,5,50.0
2017-05-25,MAX_POSITIONS,US.ADBE,95.25,142.85,10,5,50.0
2017-05-25,MAX_POSITIONS,US.CDNS,91.1,34.76,10,5,50.0
2017-05-25,MAX_POSITIONS,US.AEP,85.17,49.907970916,10,5,50.0
2017-05-26,MAX_POSITIONS,US.COST,100.0,157.933465038,10,5,50.0
2017-05-26,MAX_POSITIONS,US.MRVL,100.0,16.637668099,10,5,50.0
2017-05-30,MAX_POSITIONS,US.MU,100.0,29.941317285,10,5,50.0
2017-05-30,MAX_POSITIONS,US.TSLA,89.41,22.3397766,10,5,50.0
2017-05-30,MAX_POSITIONS,US.ADI,100.0,71.512422067,10,5,50.0
2017-05-31,MAX_POSITIONS,US.AEP,83.76,50.646477672,10,5,50.0
2017-05-31,MAX_POSITIONS,US.NXPI,100.0,96.831133468,10,5,50.0
2017-06-01,MAX_POSITIONS,US.PANW,100.0,23.164768211,10,5,50.0
2017-06-01,MAX_POSITIONS,US.SPY,91.43,210.431678946,10,5,50.0
2017-06-02,MAX_POSITIONS,US.MSFT,100.0,65.032054729,10,5,50.0
2017-06-02,MAX_POSITIONS,US.AVGO,100.0,19.974695011,10,5,50.0
2017-06-02,MAX_POSITIONS,US.WDAY,100.0,104.41,10,5,50.0
2017-06-02,MAX_POSITIONS,US.SBUX,97.67,53.045779626,10,5,50.0
2017-06-02,MAX_POSITIONS,US.REGN,91.76,476.494428899,10,5,50.0
2017-06-02,MAX_POSITIONS,US.CTAS,91.25,29.215580145,10,5,50.0
2017-06-05,MAX_POSITIONS,US.LRCX,83.58,14.07968126,10,5,50.0
2017-06-07,MAX_POSITIONS,US.MU,94.42,31.69683426,10,5,50.0
2017-06-08,MAX_POSITIONS,US.NVDA,100.0,3.943168437,10,5,50.0
2017-06-08,MAX_POSITIONS,US.TSLA,98.2,24.66642,10,5,50.0
2017-06-08,MAX_POSITIONS,US.ON,90.18,16.65,10,5,50.0
2017-06-08,MAX_POSITIONS,US.TXN,83.06,65.790511311,10,5,50.0
2017-06-16,MAX_POSITIONS,US.CTAS,98.19,29.709794433,10,5,50.0
2017-06-21,MAX_POSITIONS,US.GILD,100.0,48.72163662,10,5,50.0
2017-06-21,MAX_POSITIONS,US.AMD,85.22,13.98,10,5,50.0
2017-06-22,MAX_POSITIONS,US.GILD,100.0,50.872606651,10,5,50.0
2017-07-18,MAX_POSITIONS,US.BKNG,81.11,77.40535251,10,3,30.0
2017-07-18,MAX_POSITIONS,US.NFLX,100.0,18.36,10,3,30.0
2017-07-19,MAX_POSITIONS,US.LRCX,100.0,14.433729373,10,3,30.0
2017-07-19,MAX_POSITIONS,US.CDNS,94.61,35.32,10,3,30.0
2017-07-19,MAX_POSITIONS,US.FANG,83.56,72.352294342,10,3,30.0
2017-07-21,MAX_POSITIONS,US.CTAS,100.0,31.527227623,10,3,30.0
2017-07-25,MAX_POSITIONS,US.TEAM,100.0,38.0,10,3,30.0
2017-07-26,MAX_POSITIONS,US.EA,100.0,114.513929776,10,3,30.0
2017-07-26,MAX_POSITIONS,US.LRCX,94.75,14.803053673,10,3,30.0
2017-07-27,MAX_POSITIONS,US.NXPI,96.93,97.218810435,10,3,30.0
2017-07-27,MAX_POSITIONS,US.PAYX,100.0,45.602843851,10,3,30.0
2017-07-27,MAX_POSITIONS,US.ADP,100.0,95.082979027,10,3,30.0
2017-07-28,MAX_POSITIONS,US.EXC,81.85,19.773901759,10,3,30.0
2017-08-01,MAX_POSITIONS,US.NXPI,100.0,97.888434288,10,3,30.0
2017-08-03,MAX_POSITIONS,US.XEL,86.78,36.562310844,10,3,30.0
2017-08-04,MAX_POSITIONS,US.NXPI,100.0,99.051465191,10,3,30.0
2017-08-07,MAX_POSITIONS,US.ON,100.0,16.33,10,3,30.0
2017-08-08,MAX_POSITIONS,US.AEP,81.58,50.770504151,10,3,30.0
2017-08-14,MAX_POSITIONS,US.CMCSA,94.14,30.758305342,10,3,30.0
2017-08-15,MAX_POSITIONS,US.PEP,86.55,90.092207509,10,3,30.0
2017-08-22,MAX_POSITIONS,US.DXCM,80.39,18.9775,10,3,30.0
2017-08-25,MAX_POSITIONS,US.MRVL,100.0,16.111328174,10,3,30.0
2017-08-30,MAX_POSITIONS,US.GILD,100.0,58.631978409,10,3,30.0
2017-08-30,MAX_POSITIONS,US.ADI,100.0,71.000530073,10,3,30.0
2017-08-31,MAX_POSITIONS,US.AMGN,100.0,136.404975132,10,3,30.0
2017-08-31,MAX_POSITIONS,US.GILD,100.0,60.422047429,10,3,30.0
2017-09-01,MAX_POSITIONS,US.PANW,100.0,24.444755403,10,3,30.0
2017-09-05,MAX_POSITIONS,US.ISRG,90.37,113.491062558,10,3,30.0
2017-09-11,MAX_POSITIONS,US.MELI,100.0,284.965921187,10,3,30.0
2017-09-11,MAX_POSITIONS,US.AMGN,100.0,143.095931891,10,3,30.0
2017-09-11,MAX_POSITIONS,US.KLAC,80.06,8.482093512,10,3,30.0
2017-09-12,MAX_POSITIONS,US.AMGN,100.0,146.556507005,10,3,30.0
2017-09-12,MAX_POSITIONS,US.PAYX,91.48,44.471183813,10,3,30.0
2017-09-13,MAX_POSITIONS,US.COST,91.36,145.192173787,10,3,30.0
2017-09-14,MAX_POSITIONS,US.MRVL,81.09,17.273611673,10,3,30.0
2017-09-15,MAX_POSITIONS,US.NVDA,100.0,4.444350233,10,3,30.0
2017-09-15,MAX_POSITIONS,US.TXN,81.02,66.58393511,10,3,30.0
2017-09-18,MAX_POSITIONS,US.NVDA,100.0,4.62793785,10,3,30.0
2017-09-18,MAX_POSITIONS,US.KLAC,100.0,8.811615001,10,3,30.0
2017-09-18,MAX_POSITIONS,US.TXN,94.0,67.604198142,10,3,30.0
2017-09-18,MAX_POSITIONS,US.PCAR,89.58,33.522888755,10,3,30.0
2017-09-18,MAX_POSITIONS,US.LRCX,84.05,15.651394873,10,3,30.0
2017-09-20,MAX_POSITIONS,US.CPRT,100.0,8.465,10,3,30.0
2017-09-22,MAX_POSITIONS,US.TXN,82.88,69.275859879,10,3,30.0
2017-09-22,MAX_POSITIONS,US.PAYX,100.0,45.686953797,10,3,30.0
2017-09-22,MAX_POSITIONS,US.CSCO,100.0,25.770487955,10,3,30.0
2017-10-02,MAX_POSITIONS,US.SPY,89.06,220.385260246,10,3,30.0
2017-10-02,MAX_POSITIONS,US.ON,84.84,18.79,10,3,30.0
2017-10-03,MAX_POSITIONS,US.PAYX,100.0,47.399736667,10,3,30.0
2017-10-04,MAX_POSITIONS,US.TEAM,96.46,37.89,10,3,30.0
2017-10-05,MAX_POSITIONS,US.ADP,100.0,93.884295896,10,3,30.0
2017-10-05,MAX_POSITIONS,US.SPY,100.0,222.429099454,10,3,30.0
2017-10-05,MAX_POSITIONS,US.NFLX,95.62,19.439,10,3,30.0
2017-10-06,MAX_POSITIONS,US.NFLX,81.33,19.802,10,3,30.0
2017-10-10,MAX_POSITIONS,US.QCOM,100.0,42.487612313,10,3,30.0
2017-10-10,MAX_POSITIONS,US.PANW,89.19,25.086415649,10,3,30.0
2017-10-12,MAX_POSITIONS,US.SNPS,100.0,84.74,10,3,30.0
2017-10-12,MAX_POSITIONS,US.EXC,89.16,20.236827671,10,3,30.0
2017-10-18,MAX_POSITIONS,US.LRCX,100.0,17.739877616,10,2,20.0
2017-10-18,MAX_POSITIONS,US.FTNT,87.46,8.058,10,2,20.0
2017-10-20,MAX_POSITIONS,US.LRCX,98.71,18.176855239,10,2,20.0
2017-10-20,MAX_POSITIONS,US.SPY,100.0,224.534079152,10,2,20.0
2017-10-20,MAX_POSITIONS,US.CSCO,92.5,26.678634857,10,2,20.0
2017-10-20,MAX_POSITIONS,US.MSFT,100.0,71.801595668,10,2,20.0
2017-10-20,MAX_POSITIONS,US.TEAM,100.0,50.17,10,2,20.0
2017-10-20,MAX_POSITIONS,US.ADP,89.55,95.835224295,10,2,20.0
2017-10-23,MAX_POSITIONS,US.NXPI,89.56,102.558179578,10,2,20.0
2017-10-26,MAX_POSITIONS,US.INTU,89.95,142.446479549,10,2,20.0
2017-10-27,MAX_POSITIONS,US.AAPL,94.16,37.977653284,10,2,20.0
2017-10-27,MAX_POSITIONS,US.INTU,84.81,144.451442223,10,2,20.0
2017-10-27,MAX_POSITIONS,US.GOOGL,98.78,51.229237179,10,2,20.0
2017-10-27,MAX_POSITIONS,US.MSFT,100.0,76.356956388,10,2,20.0
2017-10-27,MAX_POSITIONS,US.AMZN,100.0,55.0475,10,2,20.0
2017-10-27,MAX_POSITIONS,US.GOOG,100.0,50.518094299,10,2,20.0
2017-10-30,MAX_POSITIONS,US.AAPL,100.0,38.832470748,10,2,20.0
2017-10-30,MAX_POSITIONS,US.AVGO,100.0,20.681671721,10,2,20.0
2017-10-31,MAX_POSITIONS,US.MNST,100.0,28.965,10,2,20.0
2017-10-31,MAX_POSITIONS,US.ON,88.86,21.32,10,2,20.0
2017-11-01,MAX_POSITIONS,US.VRSK,100.0,85.45269087,10,2,20.0
2017-11-01,MAX_POSITIONS,US.FANG,95.82,84.610668286,10,2,20.0
2017-11-03,MAX_POSITIONS,US.AAPL,90.16,40.178750025,10,2,20.0
2017-11-03,MAX_POSITIONS,US.AVGO,97.56,21.676607434,10,2,20.0
2017-11-03,MAX_POSITIONS,US.QCOM,100.0,48.749940915,10,2,20.0
2017-11-06,MAX_POSITIONS,US.MRVL,100.0,19.150456985,10,2,20.0
2017-11-06,MAX_POSITIONS,US.FANG,87.68,87.634658326,10,2,20.0
2017-11-07,MAX_POSITIONS,US.ISRG,81.28,130.3453632,10,2,20.0
2017-11-10,MAX_POSITIONS,US.MNST,100.0,30.58,10,2,20.0
2017-11-13,MAX_POSITIONS,US.MNST,84.04,31.1,10,2,20.0
2017-11-14,MAX_POSITIONS,US.PEP,100.0,88.274819356,10,2,20.0
2017-11-14,MAX_POSITIONS,US.AEP,100.0,55.846821147,10,2,20.0
2017-11-14,MAX_POSITIONS,US.XEL,100.0,39.657021415,10,2,20.0
2017-11-16,MAX_POSITIONS,US.SNPS,93.05,89.04,10,2,20.0
2017-11-16,MAX_POSITIONS,US.CSCO,100.0,27.948304194,10,2,20.0
2017-11-17,MAX_POSITIONS,US.ROST,100.0,66.252487291,10,2,20.0
2017-11-20,MAX_POSITIONS,US.MRVL,100.0,20.468235955,10,2,20.0
2017-11-21,MAX_POSITIONS,US.MRVL,100.0,22.070427654,10,2,20.0
2017-11-21,MAX_POSITIONS,US.HON,81.56,124.605825667,10,2,20.0
2017-11-22,MAX_POSITIONS,US.CPRT,100.0,10.2525,10,2,20.0
2017-11-22,MAX_POSITIONS,US.AMZN,95.6,57.808,10,2,20.0
2017-11-22,MAX_POSITIONS,US.MRVL,81.16,22.591850987,10,2,20.0
2017-11-24,MAX_POSITIONS,US.CPRT,100.0,10.615,10,2,20.0
2017-11-24,MAX_POSITIONS,US.AMZN,100.0,59.3,10,2,20.0
2017-11-28,MAX_POSITIONS,US.CTAS,83.34,35.003632272,10,2,20.0
2017-11-28,MAX_POSITIONS,US.ORLY,92.62,15.231333409,10,2,20.0
2017-11-28,MAX_POSITIONS,US.DXCM,98.17,14.4525,10,2,20.0
2017-11-28,MAX_POSITIONS,US.CSCO,100.0,29.389339946,10,2,20.0
2017-11-28,MAX_POSITIONS,US.HON,100.0,127.626805273,10,2,20.0
2017-11-28,MAX_POSITIONS,US.SPY,100.0,229.600005394,10,2,20.0
2017-11-29,MAX_POSITIONS,US.CTAS,87.38,35.395043012,10,2,20.0
2017-11-29,MAX_POSITIONS,US.ROST,100.0,69.659095188,10,2,20.0
2017-11-29,MAX_POSITIONS,US.FAST,84.34,10.284885472,10,2,20.0
2017-11-30,MAX_POSITIONS,US.SPY,94.48,231.46915749,10,1,10.0
2017-11-30,MAX_POSITIONS,US.CTAS,100.0,36.249239393,10,1,10.0
2017-12-12,MAX_POSITIONS,US.TSLA,100.0,22.73510598,10,0,0.0
2017-12-13,MAX_POSITIONS,US.MELI,100.0,318.790028033,10,0,0.0
2017-12-18,MAX_POSITIONS,US.TXN,100.0,81.566806954,10,0,0.0
2018-01-02,MAX_POSITIONS,US.NFLX,100.0,20.107,10,1,10.0
2018-01-02,MAX_POSITIONS,US.PCAR,100.0,35.321606024,10,1,10.0
2018-01-03,MAX_POSITIONS,US.AMD,86.23,11.55,10,1,10.0
2018-01-03,MAX_POSITIONS,US.META,89.84,183.062431768,10,1,10.0
2018-01-03,MAX_POSITIONS,US.SPY,100.0,237.445929449,10,1,10.0
2018-01-03,MAX_POSITIONS,US.NFLX,80.94,20.505,10,1,10.0
2018-01-03,MAX_POSITIONS,US.TEAM,100.0,50.4,10,1,10.0
2018-01-03,MAX_POSITIONS,US.TXN,100.0,85.642382861,10,1,10.0
2018-01-03,MAX_POSITIONS,US.NVDA,100.0,5.24650025,10,1,10.0
2018-01-03,MAX_POSITIONS,US.BKNG,100.0,71.448684286,10,1,10.0
2018-01-04,MAX_POSITIONS,US.BKR,100.0,28.330360705,10,1,10.0
2018-01-04,MAX_POSITIONS,US.WDAY,89.34,109.25,10,1,10.0
2018-01-04,MAX_POSITIONS,US.MRVL,88.38,22.254339271,10,1,10.0
2018-01-04,MAX_POSITIONS,US.PCAR,81.44,36.237788233,10,1,10.0
2018-01-05,MAX_POSITIONS,US.SPY,87.95,240.035737901,10,1,10.0
2018-01-05,MAX_POSITIONS,US.AMZN,86.68,61.457,10,1,10.0
2018-01-08,MAX_POSITIONS,US.AMZN,100.0,62.343499999,10,1,10.0
2018-01-08,MAX_POSITIONS,US.AMAT,80.07,50.937582242,10,1,10.0
2018-01-09,MAX_POSITIONS,US.GILD,93.03,57.113051098,10,1,10.0
2018-01-10,MAX_POSITIONS,US.ISRG,100.0,141.2519208,10,1,10.0
2018-01-10,MAX_POSITIONS,US.WDAY,100.0,114.14,10,1,10.0
2018-01-11,MAX_POSITIONS,US.IDXX,100.0,171.51,10,1,10.0
2018-01-11,MAX_POSITIONS,US.AMZN,99.37,63.834,10,1,10.0
2018-01-11,MAX_POSITIONS,US.BKR,92.29,29.860183822,10,1,10.0
2018-01-11,MAX_POSITIONS,US.NFLX,83.75,21.724,10,1,10.0
2018-01-12,MAX_POSITIONS,US.NFLX,80.79,22.123,10,1,10.0
2018-01-12,MAX_POSITIONS,US.GOOG,86.88,55.622589213,10,1,10.0
2018-01-12,MAX_POSITIONS,US.MSFT,87.83,82.042030336,10,1,10.0
2018-01-12,MAX_POSITIONS,US.SPY,100.0,243.986293166,10,1,10.0
2018-01-12,MAX_POSITIONS,US.GOOGL,87.97,56.035617767,10,1,10.0
2018-01-12,MAX_POSITIONS,US.ADBE,100.0,195.05,10,1,10.0
2018-01-12,MAX_POSITIONS,US.CSCO,100.0,32.07265174,10,1,10.0
2018-01-12,MAX_POSITIONS,US.TXN,100.0,89.030797714,10,1,10.0
2018-01-12,MAX_POSITIONS,US.AMZN,100.0,65.26,10,1,10.0
2018-01-16,MAX_POSITIONS,US.QCOM,100.0,54.283288809,10,1,10.0
2018-01-17,MAX_POSITIONS,US.MNST,82.66,33.534999999,10,1,10.0
2018-01-17,MAX_POSITIONS,US.ASML,100.0,178.022134397,10,1,10.0
2018-01-17,MAX_POSITIONS,US.TXN,100.0,94.117369194,10,1,10.0
2018-01-17,MAX_POSITIONS,US.ADP,100.0,101.445747111,10,1,10.0
2018-01-17,MAX_POSITIONS,US.LRCX,94.65,18.20468733,10,1,10.0
2018-01-18,MAX_POSITIONS,US.PANW,90.4,26.303070142,10,1,10.0
2018-01-19,MAX_POSITIONS,US.OKTA,100.0,29.18,10,1,10.0
2018-01-22,MAX_POSITIONS,US.GOOG,100.0,57.285428367,10,1,10.0
2018-01-22,MAX_POSITIONS,US.SPY,100.0,248.173881747,10,1,10.0
2018-01-22,MAX_POSITIONS,US.GOOGL,99.94,57.696391261,10,1,10.0
2018-01-22,MAX_POSITIONS,US.AMGN,93.31,148.585841458,10,1,10.0
2018-01-23,MAX_POSITIONS,US.NVDA,89.43,5.8993805,10,1,10.0
2018-01-23,MAX_POSITIONS,US.LRCX,96.05,19.107268036,10,1,10.0
2018-01-23,MAX_POSITIONS,US.CSCO,84.23,33.03789181,10,1,10.0
2018-01-23,MAX_POSITIONS,US.VRTX,100.0,166.58,10,1,10.0
2018-01-23,MAX_POSITIONS,US.NFLX,100.0,25.029,10,1,10.0
2018-01-23,MAX_POSITIONS,US.AMZN,98.02,68.127,10,1,10.0
2018-01-25,MAX_POSITIONS,US.NFLX,100.0,26.97,10,1,10.0
2018-01-25,MAX_POSITIONS,US.ISRG,84.1,149.9351673,10,1,10.0
2018-01-26,MAX_POSITIONS,US.GILD,100.0,62.495279729,10,1,10.0
2018-01-26,MAX_POSITIONS,US.SPY,97.1,251.588917298,10,1,10.0
2018-01-26,MAX_POSITIONS,US.ALGN,88.63,283.97,10,1,10.0
2018-01-29,MAX_POSITIONS,US.NFLX,100.0,28.458999999,10,1,10.0
2018-01-29,MAX_POSITIONS,US.GILD,100.0,64.937758483,10,1,10.0
2018-01-31,MAX_POSITIONS,US.TTWO,100.0,126.67,10,1,10.0
2018-01-31,MAX_POSITIONS,US.EA,100.0,123.209224782,10,1,10.0
2018-02-01,MAX_POSITIONS,US.MDLZ,100.0,37.11695277,10,1,10.0
2018-02-01,MAX_POSITIONS,US.IDXX,100.0,193.95,10,1,10.0
2018-03-08,MAX_POSITIONS,US.FTNT,100.0,10.818,10,4,40.0
2018-03-08,MAX_POSITIONS,US.OKTA,100.0,42.6,10,4,40.0
2018-03-09,MAX_POSITIONS,US.CTAS,100.0,41.052079419,10,4,40.0
2018-03-09,MAX_POSITIONS,US.KLAC,92.21,10.718184311,10,4,40.0
2018-03-09,MAX_POSITIONS,US.IDXX,89.58,203.17,10,4,40.0
2018-03-09,MAX_POSITIONS,US.FAST,86.44,11.712472013,10,4,40.0
2018-03-09,MAX_POSITIONS,US.AMAT,82.31,56.222776316,10,4,40.0
2018-03-12,MAX_POSITIONS,US.AVGO,100.0,20.950660903,10,4,40.0
2018-03-12,MAX_POSITIONS,US.SBUX,81.44,49.545756453,10,4,40.0
2018-04-18,MAX_POSITIONS,US.ISRG,100.0,157.0084299,10,3,30.0
2018-05-04,MAX_POSITIONS,US.IDXX,100.0,212.2,10,1,10.0
2018-05-04,MAX_POSITIONS,US.SNPS,80.29,87.72,10,1,10.0
2018-05-07,MAX_POSITIONS,US.NVDA,100.0,6.144446366,10,1,10.0
2018-05-09,MAX_POSITIONS,US.ADBE,84.87,239.74,10,1,10.0
2018-05-09,MAX_POSITIONS,US.PANW,89.78,34.434655443,10,1,10.0
