date,day_idx,incoming_code,victim_code,replacement_type,old_score,new_score,score_difference,margin,margin_satisfied,decision
2021-01-20,1522,US.GOOGL,US.BKR,OBSERVATION_EVICT,43.01,100.0,56.99,10.0,True,REPLACE
2021-01-21,1523,US.PCAR,US.BKR,OBSERVATION_EVICT,43.01,100.0,56.99,10.0,True,REPLACE
2021-04-28,1590,US.MDLZ,US.ORLY,OBSERVATION_EVICT,40.73,98.08,57.35,10.0,True,REPLACE
2021-04-28,1590,US.GOOG,US.DXCM,OBSERVATION_EVICT,41.37,86.23,44.86,10.0,True,REPLACE
2021-04-29,1591,US.CMCSA,US.DXCM,OBSERVATION_EVICT,41.37,91.77,50.4,10.0,True,REPLACE
2022-03-17,1814,US.DXCM,US.VRSK,OBSERVATION_EVICT,45.15,82.44,37.29,10.0,True,REPLACE
2022-03-18,1815,US.VRSK,US.BKR,OBSERVATION_EVICT,48.51,100.0,51.49,10.0,True,REPLACE
2022-03-18,1815,US.PAYX,US.REGN,OBSERVATION_EVICT,49.01,82.45,33.44,10.0,True,REPLACE
2022-03-25,1820,US.EXC,US.AAPL,OBSERVATION_EVICT,44.3,93.08,48.78,10.0,True,REPLACE
2022-03-29,1822,US.TXN,US.REGN,OBSERVATION_EVICT,46.47,99.76,53.29,10.0,True,REPLACE
2022-03-29,1822,US.ADP,US.TSLA,OBSERVATION_EVICT,51.31,95.31,44.0,10.0,True,REPLACE
2022-03-29,1822,US.PLTR,US.AEP,OBSERVATION_EVICT,52.48,86.54,34.06,10.0,True,REPLACE
2022-03-29,1822,US.PAYX,US.DXCM,WEAK_FULL_EVICT,82.44,85.35,2.91,10.0,False,KEEP
2022-03-30,1823,US.PAYX,US.DXCM,WEAK_FULL_EVICT,82.44,100.0,17.56,10.0,True,REPLACE
2022-04-04,1826,US.INTU,US.VRTX,OBSERVATION_EVICT,43.75,87.59,43.84,10.0,True,REPLACE
2022-04-07,1829,US.COST,US.AEP,OBSERVATION_EVICT,46.25,100.0,53.75,10.0,True,REPLACE
2022-04-07,1829,US.ORLY,US.PEP,OBSERVATION_EVICT,56.7,100.0,43.3,10.0,True,REPLACE
2022-04-08,1830,US.CEG,US.XEL,WEAK_FULL_EVICT,80.87,100.0,19.13,10.0,True,REPLACE
2022-04-08,1830,US.REGN,US.INTU,WEAK_FULL_EVICT,87.59,82.71,-4.88,10.0,False,KEEP
2022-05-27,1864,US.KLAC,US.CEG,OBSERVATION_EVICT,40.92,99.69,58.77,10.0,True,REPLACE
2022-05-27,1864,US.SNPS,US.AMGN,OBSERVATION_EVICT,41.33,90.47,49.14,10.0,True,REPLACE
2022-05-27,1864,US.LIN,US.GILD,OBSERVATION_EVICT,42.92,83.79,40.87,10.0,True,REPLACE
2022-07-19,1898,US.CPRT,US.ROST,OBSERVATION_EVICT,45.61,95.0,49.39,10.0,True,REPLACE
2022-07-19,1898,US.NXPI,US.SNOW,OBSERVATION_EVICT,47.82,80.58,32.76,10.0,True,REPLACE
2022-07-20,1899,US.NFLX,US.AAPL,OBSERVATION_EVICT,52.72,100.0,47.28,10.0,True,REPLACE
2022-07-20,1899,US.META,US.TXN,OBSERVATION_EVICT,58.0,91.92,33.92,10.0,True,REPLACE
2022-07-21,1900,US.ASML,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-07-27,1904,US.SNPS,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-07-28,1905,US.KDP,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-07-29,1906,US.AAPL,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-08-02,1908,US.ISRG,US.TXN,OBSERVATION_EVICT,58.0,87.88,29.88,10.0,True,REPLACE
2022-08-03,1909,US.VRSK,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-08-04,1910,US.MELI,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-08-05,1911,US.CEG,US.TXN,OBSERVATION_EVICT,58.0,100.0,42.0,10.0,True,REPLACE
2022-08-10,1914,US.TTD,US.VRTX,OBSERVATION_EVICT,48.6,100.0,51.4,10.0,True,REPLACE
2022-08-12,1916,US.AEP,US.NXPI,WEAK_FULL_EVICT,80.58,81.15,0.57,10.0,False,KEEP
2022-08-15,1917,US.GILD,US.NXPI,WEAK_FULL_EVICT,80.58,100.0,19.42,10.0,True,REPLACE
2022-08-15,1917,US.PAYX,US.ADI,WEAK_FULL_EVICT,85.38,95.41,10.03,10.0,True,REPLACE
2022-08-16,1918,US.ROST,US.QCOM,WEAK_FULL_EVICT,93.83,81.29,-12.54,10.0,False,KEEP
2022-08-18,1920,US.CSCO,US.AAPL,OBSERVATION_EVICT,49.2,100.0,50.8,10.0,True,REPLACE
2022-08-25,1925,US.PDD,US.QCOM,WEAK_FULL_EVICT,93.83,100.0,6.17,10.0,False,KEEP
2022-10-24,1966,US.ORLY,US.FANG,OBSERVATION_EVICT,46.54,100.0,53.46,10.0,True,REPLACE
2022-10-24,1966,US.HON,US.DXCM,OBSERVATION_EVICT,49.45,84.18,34.73,10.0,True,REPLACE
2022-10-24,1966,US.VRTX,US.TTWO,OBSERVATION_EVICT,52.77,82.63,29.86,10.0,True,REPLACE
2022-10-28,1970,US.TMUS,US.HON,WEAK_FULL_EVICT,84.18,100.0,15.82,10.0,True,REPLACE
2022-10-28,1970,US.CTAS,US.ISRG,WEAK_FULL_EVICT,90.68,98.65,7.97,10.0,False,KEEP
2022-11-01,1972,US.IDXX,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-11-07,1976,US.LRCX,US.MNST,WEAK_FULL_EVICT,81.16,82.44,1.28,10.0,False,KEEP
2022-11-10,1979,US.NVDA,US.MNST,WEAK_FULL_EVICT,81.16,100.0,18.84,10.0,True,REPLACE
2022-11-10,1979,US.AVGO,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-11-11,1980,US.AMAT,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-11-18,1985,US.ROST,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-11-22,1987,US.MNST,US.ISRG,WEAK_FULL_EVICT,90.68,84.99,-5.69,10.0,False,KEEP
2022-11-30,1992,US.EXC,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-12-01,1993,US.SNPS,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2022-12-13,2001,US.AVGO,US.ISRG,WEAK_FULL_EVICT,90.68,93.7,3.02,10.0,False,KEEP
2023-01-17,2023,US.CDNS,US.ISRG,WEAK_FULL_EVICT,90.68,83.39,-7.29,10.0,False,KEEP
2023-01-20,2026,US.GOOGL,US.GOOG,OBSERVATION_EVICT,41.5,100.0,58.5,10.0,True,REPLACE
2023-01-23,2027,US.NVDA,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2023-01-24,2028,US.PCAR,US.ISRG,WEAK_FULL_EVICT,90.68,100.0,9.32,10.0,False,KEEP
2023-01-26,2030,US.TSLA,US.ASML,OBSERVATION_EVICT,50.21,100.0,49.79,10.0,True,REPLACE
2023-01-26,2030,US.PDD,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-01-27,2031,US.ABNB,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-02-01,2034,US.AMD,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-02-02,2035,US.MRVL,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-02-03,2036,US.REGN,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-02-08,2039,US.FTNT,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-02-14,2043,US.CDNS,US.BKR,WEAK_FULL_EVICT,99.67,100.0,0.33,10.0,False,KEEP
2023-03-16,2064,US.NVDA,US.CDNS,OBSERVATION_EVICT,41.16,100.0,58.84,10.0,True,REPLACE
2023-03-16,2064,US.GOOG,US.AMD,OBSERVATION_EVICT,57.82,100.0,42.18,10.0,True,REPLACE
2023-03-21,2067,US.ADBE,US.AMD,OBSERVATION_EVICT,57.82,90.71,32.89,10.0,True,REPLACE
2023-04-27,2093,US.CMCSA,US.SBUX,OBSERVATION_EVICT,47.01,100.0,52.99,10.0,True,REPLACE
2023-04-28,2094,US.CMCSA,US.SBUX,OBSERVATION_EVICT,47.01,100.0,52.99,10.0,True,REPLACE
2023-05-01,2095,US.MNST,US.SBUX,OBSERVATION_EVICT,47.01,85.94,38.93,10.0,True,REPLACE
2023-05-05,2099,US.AAPL,US.SNPS,OBSERVATION_EVICT,53.04,87.47,34.43,10.0,True,REPLACE
2023-05-09,2101,US.PLTR,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-10,2102,US.SNOW,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-11,2103,US.GOOGL,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-15,2105,US.AMAT,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-17,2107,US.APP,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-18,2108,US.AVGO,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-19,2109,US.CSCO,US.SNPS,OBSERVATION_EVICT,53.04,100.0,46.96,10.0,True,REPLACE
2023-05-22,2110,US.OKTA,US.SNPS,OBSERVATION_EVICT,53.04,99.62,46.58,10.0,True,REPLACE
2023-08-03,2160,US.REGN,US.KDP,OBSERVATION_EVICT,45.28,100.0,54.72,10.0,True,REPLACE
2023-08-04,2161,US.AMGN,US.KDP,OBSERVATION_EVICT,45.28,100.0,54.72,10.0,True,REPLACE
2023-08-07,2162,US.AMGN,US.KDP,OBSERVATION_EVICT,45.28,100.0,54.72,10.0,True,REPLACE
2023-08-10,2165,US.APP,US.KDP,OBSERVATION_EVICT,45.28,100.0,54.72,10.0,True,REPLACE
2023-08-21,2172,US.REGN,US.KDP,OBSERVATION_EVICT,45.28,100.0,54.72,10.0,True,REPLACE
2023-08-29,2178,US.INTU,US.SBUX,OBSERVATION_EVICT,46.35,100.0,53.65,10.0,True,REPLACE
2023-08-31,2180,US.OKTA,US.SBUX,OBSERVATION_EVICT,46.35,100.0,53.65,10.0,True,REPLACE
2023-09-01,2181,US.FANG,US.SBUX,OBSERVATION_EVICT,46.35,99.84,53.49,10.0,True,REPLACE
2023-09-11,2186,US.TSLA,US.SBUX,OBSERVATION_EVICT,46.35,100.0,53.65,10.0,True,REPLACE
2023-09-14,2189,US.CTAS,US.SBUX,OBSERVATION_EVICT,46.35,100.0,53.65,10.0,True,REPLACE
2023-11-02,2224,US.QCOM,US.NFLX,OBSERVATION_EVICT,40.28,95.69,55.41,10.0,True,REPLACE
2023-11-03,2225,US.GEHC,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-06,2226,US.CEG,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-07,2227,US.DDOG,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-10,2230,US.CPRT,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-14,2232,US.SNPS,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-15,2233,US.NXPI,US.DXCM,OBSERVATION_EVICT,49.77,82.75,32.98,10.0,True,REPLACE
2023-11-16,2234,US.ISRG,US.DXCM,OBSERVATION_EVICT,49.77,84.02,34.25,10.0,True,REPLACE
2023-11-17,2235,US.ROST,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-20,2236,US.PLTR,US.DXCM,OBSERVATION_EVICT,49.77,87.43,37.66,10.0,True,REPLACE
2023-11-22,2238,US.ARM,US.DXCM,OBSERVATION_EVICT,49.77,88.46,38.69,10.0,True,REPLACE
2023-11-28,2241,US.PDD,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-29,2242,US.PANW,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-11-30,2243,US.SNOW,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-12-01,2244,US.ABNB,US.DXCM,OBSERVATION_EVICT,49.77,83.18,33.41,10.0,True,REPLACE
2023-12-04,2245,US.IDXX,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-12-06,2247,US.FAST,US.AAPL,OBSERVATION_EVICT,44.76,100.0,55.24,10.0,True,REPLACE
2023-12-08,2249,US.ARM,US.DXCM,OBSERVATION_EVICT,49.77,82.79,33.02,10.0,True,REPLACE
2023-12-11,2250,US.AVGO,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-12-21,2258,US.CTAS,US.DXCM,OBSERVATION_EVICT,49.77,100.0,50.23,10.0,True,REPLACE
2023-12-28,2262,US.ARM,US.DXCM,OBSERVATION_EVICT,49.77,91.65,41.88,10.0,True,REPLACE
2025-04-29,2595,US.OKTA,US.TTWO,OBSERVATION_EVICT,40.52,100.0,59.48,10.0,True,REPLACE
2025-04-30,2596,US.BKNG,US.FTNT,OBSERVATION_EVICT,42.94,95.21,52.27,10.0,True,REPLACE
2025-05-01,2597,US.MSFT,US.FTNT,OBSERVATION_EVICT,42.94,100.0,57.06,10.0,True,REPLACE
2025-05-02,2598,US.DXCM,US.FTNT,OBSERVATION_EVICT,42.94,100.0,57.06,10.0,True,REPLACE
