victim_strategy,count,mean,median,std,win_rate_pct
atr_breakout,477,0.0045356089541654775,0.005260710362618326,0.10134512629860389,51.78197064989518
boll_mr,26,-0.011745847990668535,0.0002191522887633468,0.0760094143337744,50.0
