feature,spearman_5d,spearman_10d,spearman_20d,spearman_60d
n_observation_pool_size,-0.04937298868173812,-0.0887059068552249,-0.13072539837108668,-0.16925502183744637
new_score,0.01932444410986103,0.07867044312045227,0.11019931448932133,0.11464521780513617
victim_recent_vol_20d,-0.05848932208305847,-0.030232473495207846,-0.08931442647473158,-0.07660204585426164
score_difference,0.01550049544054383,0.04346607955545132,0.08934988958764643,0.08700848416331658
victim_recent_return_20d,0.09291782976962736,0.07572738488439501,0.08488812901381317,0.008998277457244769
