date,victim_code,incoming_code,victim_ret_5d_pct,candidate_ret_5d_pct,victim_ret_10d_pct,candidate_ret_10d_pct,victim_ret_20d_pct,candidate_ret_20d_pct,victim_ret_60d_pct,candidate_ret_60d_pct
2015-11-03,US.COST,US.AMD,-1.25,-11.404,0.315,-13.158,1.704,-0.439,-4.508,-6.14
2015-11-05,US.COST,US.META,0.085,-0.68,4.467,-2.299,7.014,-2.372,-5.881,3.613
2015-11-20,US.XEL,US.INTU,-0.558,-2.907,-1.645,-4.234,-1.255,-7.287,10.677,-5.529
2015-11-23,US.XEL,US.MELI,1.125,0.16,-1.012,-4.659,0.231,-10.841,12.544,-20.174
2015-11-24,US.XEL,US.PANW,-1.427,4.342,-1.259,3.954,1.251,-0.848,12.492,-30.265
2015-11-25,US.XEL,US.FTNT,-3.042,-5.604,-2.0,-13.493,1.594,-13.575,13.448,-25.734
2015-12-22,US.WDAY,US.AMD,1.312,7.581,-9.452,-17.87,-12.33,-27.076,-7.837,1.083
2016-02-19,US.HON,US.AMAT,-3.721,3.932,1.523,6.066,5.568,12.083,8.374,8.582
2016-02-22,US.HON,US.QCOM,-3.375,-0.026,3.03,4.915,8.482,2.769,10.096,2.336
2016-02-25,US.HON,US.CPRT,3.982,4.726,4.382,5.251,7.492,6.773,10.108,14.019
2016-03-01,US.HON,US.WDAY,1.766,-0.711,2.901,-2.049,6.505,6.133,9.755,8.475
2016-03-03,US.HON,US.VRSK,0.384,-0.538,3.072,1.366,5.305,5.305,7.019,4.084
2016-03-04,US.HON,US.AVGO,0.888,1.937,3.985,4.867,4.439,7.346,6.328,6.184
2016-03-11,US.HON,US.AMAT,3.07,2.271,2.57,0.824,2.91,4.517,6.92,21.168
2016-03-14,US.HON,US.AMD,4.191,2.941,3.407,5.147,4.543,3.309,8.207,63.971
2016-03-17,US.HON,US.FAST,0.294,-0.082,2.167,-0.02,3.539,-6.396,4.617,-9.539
2016-03-18,US.HON,US.ADBE,-0.485,-1.092,0.437,1.156,3.26,3.35,3.892,3.811
2016-03-29,US.HON,US.ON,-0.117,-2.935,1.098,-4.555,2.819,1.113,5.129,-1.923
2016-03-30,US.HON,US.TXN,0.863,-0.017,2.492,1.371,3.17,2.655,5.585,9.138
2016-04-01,US.HON,US.SNPS,-1.065,-2.11,1.343,-1.826,0.998,-3.571,-1.141,4.16
2016-04-05,US.HON,US.MRVL,1.216,-2.022,3.912,-9.926,2.657,-11.305,3.188,-12.725
2016-04-06,US.HON,US.AMGN,1.615,0.251,2.038,1.942,-0.125,-3.432,3.716,-4.076
2016-04-08,US.HON,US.PEP,2.435,-1.247,1.988,-2.95,1.61,-0.114,3.599,2.034
2016-04-13,US.HON,US.AMZN,0.416,2.955,0.662,-1.342,-0.596,16.006,4.464,21.305
2016-04-22,US.HON,US.AMD,0.095,-11.028,-0.371,-7.769,-0.343,-3.008,5.518,35.589
2016-04-29,US.HON,US.MNST,-0.466,2.711,-1.017,3.044,0.623,4.361,2.17,9.985
2016-05-11,US.HON,US.EA,-0.793,1.513,1.149,2.126,3.531,3.911,2.727,8.803
2016-05-13,US.HON,US.NVDA,0.585,8.175,1.656,12.297,2.428,14.474,3.519,44.077
2016-05-24,US.HON,US.SNPS,-0.408,1.563,1.613,4.416,2.087,3.83,1.979,14.302
2016-05-25,US.HON,US.AAPL,-0.18,-1.907,2.355,0.03,2.459,-3.533,1.879,10.372
2016-05-26,US.HON,US.CPRT,0.57,1.413,2.367,1.849,-1.15,-1.018,2.842,9.703
2016-05-27,US.HON,US.LRCX,1.149,-0.444,0.759,-0.874,-2.724,-3.43,3.115,14.187
2016-05-31,US.AMD,US.NXPI,-1.313,-4.233,-3.939,-7.535,12.035,-19.071,62.582,-7.556
2016-06-02,US.AMD,US.TEAM,6.604,-3.848,12.028,2.204,21.226,3.808,80.896,15.992
2016-06-03,US.AMD,US.AVGO,3.846,-1.094,26.442,-3.816,21.875,-4.939,82.452,9.685
2016-06-06,US.AMD,US.BKNG,-1.566,-2.493,14.094,-0.529,10.962,-5.49,67.562,5.0
2016-06-07,US.AMD,US.TSLA,-2.661,-7.48,20.843,-5.479,11.752,-7.704,64.08,-8.75
2016-06-08,US.AMD,US.DXCM,-0.897,-0.532,12.556,5.659,12.556,6.64,64.798,25.566
2016-06-09,US.AMD,US.AEP,5.088,-0.129,15.265,-0.595,12.832,6.027,66.15,-1.892
2016-06-15,US.AMD,US.TEAM,13.575,0.77,16.063,-0.693,16.968,5.233,33.484,13.428
2016-06-20,US.AMD,US.ADP,-7.451,-3.796,-2.745,4.796,6.078,6.716,18.431,-2.062
2016-06-23,US.AMD,US.MU,-1.344,-2.064,-2.111,-10.178,12.092,-6.548,18.234,20.641
2016-06-30,US.AMD,US.INTU,-0.778,3.74,0.0,3.291,33.463,-0.294,22.957,-2.099
2016-07-07,US.AMD,US.COST,2.988,1.979,3.984,2.046,28.884,1.741,37.649,-6.585
2016-07-08,US.AMD,US.ROST,0.784,0.0,14.51,3.075,29.608,6.322,36.275,10.674
2016-07-18,US.AMD,US.GOOGL,21.597,0.574,20.508,6.338,26.134,7.005,17.967,7.484
2016-07-19,US.AMD,US.DXCM,29.02,6.768,15.712,9.429,25.323,8.731,22.366,-1.276
2016-07-20,US.AMD,US.MSFT,26.617,0.501,16.451,1.896,23.475,3.593,19.963,2.441
2016-07-21,US.AMD,US.QCOM,30.651,4.172,23.946,1.752,34.866,5.189,29.31,10.558
2016-07-22,US.AMD,US.EXC,17.466,-0.355,13.185,-3.469,30.479,-7.457,14.212,-11.922
2016-07-25,US.AMD,US.ROST,-0.896,0.74,-0.299,0.625,13.134,5.457,0.448,4.205
2016-07-26,US.AMD,US.ADI,-10.315,-0.052,-5.444,1.506,9.885,1.474,-3.009,-0.879
2016-07-27,US.AMD,US.AAPL,-8.029,2.759,-5.255,5.474,8.467,5.503,1.606,14.322
2016-07-28,US.AMD,US.TEAM,-5.132,1.009,-3.519,0.807,9.457,-2.724,-4.399,-2.354
2016-07-29,US.AMD,US.GOOGL,-3.644,1.97,-1.895,1.985,11.808,0.238,2.114,5.611
2016-08-01,US.AMD,US.AAPL,0.602,2.741,4.669,3.794,14.307,1.272,12.952,12.108
2016-08-03,US.AMD,US.ALGN,3.016,1.544,6.032,1.175,17.46,1.033,12.857,-8.494
2016-08-05,US.AMD,US.TEAM,1.815,-6.162,15.28,-7.976,13.616,-5.849,9.38,-15.984
2016-08-10,US.AMD,US.ADBE,2.928,-0.914,14.484,0.517,-4.083,1.252,3.236,6.51
2016-08-15,US.AMD,US.MU,9.065,4.25,9.209,8.886,-17.41,7.856,0.719,12.106
2016-08-18,US.AMD,US.CPRT,6.037,0.23,4.403,-1.613,-14.062,-3.86,-5.043,3.841
2016-08-19,US.AMD,US.MU,0.656,1.6,-1.444,2.769,-19.16,4.308,-10.892,8.985
2016-08-23,US.AMD,US.PANW,-2.347,0.943,-10.821,3.673,-17.992,5.285,0.0,12.891
2016-08-29,US.AMD,US.TTWO,-3.294,1.087,-24.374,-0.883,-13.834,4.392,14.493,7.041
2016-08-30,US.AMD,US.MDLZ,-8.678,-2.601,-19.359,-5.02,-12.016,-2.62,17.49,-4.682
2016-09-01,US.AMD,US.WDAY,-19.728,-0.762,-17.687,1.183,-5.986,4.324,20.136,-5.359
2016-09-06,US.AMD,US.AMZN,-21.798,-3.532,-15.94,-1.097,-5.041,5.725,21.39,-4.855
2016-09-14,US.NXPI,US.AAPL,-0.203,1.593,-1.568,1.95,22.968,4.983,17.475,0.828
2016-09-15,US.NXPI,US.AAPL,-1.344,-0.822,12.368,-2.933,19.055,1.22,14.952,-0.896
2016-09-21,US.NXPI,US.ADBE,-1.367,1.587,22.931,0.946,21.168,0.566,17.27,-2.487
2016-09-22,US.NXPI,US.AMZN,13.9,3.026,22.633,4.593,23.818,0.698,15.168,-5.832
2016-09-27,US.NXPI,US.AMZN,25.234,2.196,23.656,1.825,22.091,2.337,18.525,-5.576
2016-09-28,US.NXPI,US.AMZN,24.635,1.887,24.927,0.648,19.966,-0.74,19.018,-7.527
2016-09-29,US.MELI,US.QCOM,1.388,0.133,-8.316,-2.595,-7.783,3.914,-14.738,-0.099
2016-10-03,US.MELI,US.NFLX,1.606,0.682,-9.834,-2.757,-9.769,21.67,-16.344,22.664
2016-10-10,US.MELI,US.CDNS,-11.259,-1.143,-8.653,-1.943,-10.534,-3.086,-9.381,-2.248
2016-10-21,US.GOOGL,US.MSFT,-0.546,0.352,-5.213,-1.592,-5.836,1.84,0.038,5.131
2016-10-24,US.GOOGL,US.TMUS,-3.092,-2.852,-4.034,-1.641,-6.095,4.942,-0.906,16.468
2016-10-25,US.GOOGL,US.AMD,-2.784,-5.467,-2.0,-6.667,-5.256,15.867,1.917,32.133
2016-10-31,US.GOOGL,US.AEP,-0.972,-2.66,-6.998,-9.257,-2.526,-4.977,4.338,-2.123
2016-11-09,US.HON,US.GILD,0.555,-3.148,2.072,-4.04,3.842,-8.22,7.8,-6.205
2016-11-15,US.HON,US.ADI,0.063,6.861,1.434,9.457,3.915,6.951,10.779,14.883
2016-11-17,US.HON,US.AMD,1.027,3.664,-0.624,0.827,3.147,26.005,10.727,57.21
2016-11-18,US.HON,US.MRVL,1.705,-2.162,0.765,-4.794,5.038,-3.64,11.694,7.149
2016-11-21,US.HON,US.ADI,1.094,6.746,0.832,2.266,5.323,5.723,11.952,18.802
2016-11-22,US.HON,US.ADI,1.37,2.429,3.85,0.636,4.516,1.546,11.762,14.267
2016-11-23,US.HON,US.ON,-0.152,-11.817,1.734,-4.26,2.944,2.331,11.32,28.617
2016-11-30,US.HON,US.FANG,2.446,-2.289,2.446,-5.899,1.961,-5.397,10.686,-6.504
2016-12-07,US.HON,US.TMUS,0.0,-3.151,0.641,-0.976,1.877,-2.774,9.687,5.549
2016-12-08,US.HON,US.COST,0.646,1.599,1.189,2.843,1.779,2.145,10.882,5.773
2016-12-09,US.HON,US.AAPL,0.14,1.773,0.708,2.255,1.509,4.528,9.908,22.23
2016-12-15,US.HON,US.MDLZ,0.54,0.616,-0.456,-0.416,0.828,0.868,10.525,0.066
2016-12-19,US.HON,US.ASML,-0.24,1.297,-0.729,-0.302,0.572,11.708,9.733,17.783
2016-12-20,US.HON,US.TSLA,-1.801,5.245,-0.873,8.602,0.101,17.213,8.7,25.447
2016-12-22,US.HON,US.MU,-0.99,-5.39,0.583,-3.665,0.963,-1.466,8.564,12.376
2016-12-27,US.HON,US.TSLA,-0.49,3.398,0.906,4.646,0.869,15.023,7.775,19.874
2017-01-19,US.TEAM,US.NFLX,1.276,0.397,2.626,0.571,6.346,2.601,14.843,6.387
2017-01-20,US.TEAM,US.AVGO,-0.963,7.8,0.464,8.04,6.636,10.306,12.701,12.255
2017-01-23,US.TEAM,US.GOOGL,-0.109,-2.44,1.049,-2.701,8.719,0.573,15.159,1.431
2017-01-24,US.TEAM,US.AVGO,-1.074,0.901,0.251,4.201,5.335,8.449,11.958,11.043
2017-01-25,US.TEAM,US.MRVL,0.61,0.459,0.934,2.72,5.925,4.915,13.25,-1.982
2017-01-26,US.TEAM,US.TMUS,1.332,-3.503,1.764,-1.767,5.402,-1.831,15.304,4.04
2017-01-27,US.TEAM,US.MSFT,1.441,-3.192,3.17,-2.706,3.818,-1.764,17.327,3.879
2017-02-01,US.IDXX,US.MU,14.91,-2.182,15.423,-6.99,18.974,-0.202,36.588,11.798
2017-02-02,US.IDXX,US.CDNS,2.186,2.143,2.071,4.528,5.796,7.501,17.732,13.066
2017-02-03,US.IDXX,US.FTNT,-0.134,-0.106,0.148,-0.703,3.563,-3.659,15.287,4.401
2017-02-06,US.IDXX,US.AMD,-0.218,-1.027,0.275,2.715,3.535,-4.255,12.865,-23.771
2017-02-08,US.IDXX,US.NXPI,0.446,0.49,1.354,0.5,5.882,1.803,15.137,4.408
2017-02-09,US.IDXX,US.PANW,-0.113,-1.646,0.668,-1.595,5.749,-23.545,13.757,-24.863
2017-02-10,US.IDXX,US.BKNG,0.282,-0.553,1.255,-0.881,6.889,7.325,14.264,16.072
2017-02-13,US.IDXX,US.ON,0.494,6.961,2.287,1.305,6.711,2.744,15.039,-1.004
2017-02-15,US.IDXX,US.ADI,0.903,0.559,3.076,3.072,6.971,1.926,15.155,-3.113
2017-02-16,US.IDXX,US.TTD,0.782,11.871,3.649,33.693,7.045,18.435,15.872,60.582
2017-02-21,US.IDXX,US.AMAT,1.784,-0.984,3.251,1.066,5.414,5.467,13.09,16.894
2017-02-23,US.IDXX,US.AEP,2.154,0.798,4.468,-1.906,6.901,2.345,13.012,5.388
2017-02-24,US.IDXX,US.MELI,2.845,2.392,5.047,1.684,7.465,1.477,13.917,32.617
2017-02-27,US.IDXX,US.AMD,2.416,-14.211,5.564,-6.053,7.207,-9.868,14.337,-28.355
2017-02-28,US.IDXX,US.BKNG,1.442,0.715,4.326,2.602,6.12,3.731,13.564,7.227
2017-03-01,US.IDXX,US.ADI,-0.088,-0.334,4.537,-0.298,5.245,-2.209,13.87,-1.695
2017-03-02,US.IDXX,US.MNST,2.266,-0.76,3.778,-1.034,5.763,-2.343,14.689,7.452
2017-03-10,US.IDXX,US.AMAT,1.111,3.043,2.302,2.23,3.46,2.125,13.708,22.441
2017-03-13,US.IDXX,US.LRCX,-0.04,3.755,1.557,4.546,1.966,5.388,13.417,33.979
2017-03-15,US.IDXX,US.LRCX,-0.521,1.02,0.677,3.077,0.338,1.651,7.08,28.252
2017-03-16,US.IDXX,US.LRCX,0.838,-0.507,1.913,2.231,1.306,-0.654,4.353,23.685
2017-03-17,US.IDXX,US.ADBE,1.178,0.543,1.751,2.456,2.192,2.346,6.153,9.511
2017-03-24,US.IDXX,US.MU,0.566,1.653,1.132,0.317,5.288,-6.542,7.988,8.442
2017-03-28,US.IDXX,US.TSLA,0.852,9.461,0.572,11.267,5.858,11.793,8.263,37.902
2017-03-29,US.IDXX,US.AMZN,0.0,3.999,-0.336,2.506,5.196,5.039,8.163,14.802
2017-03-31,US.IDXX,US.AMZN,0.563,0.941,0.433,1.743,5.899,6.959,5.064,10.179
2017-04-03,US.IDXX,US.TSLA,-0.451,4.646,0.258,0.58,5.442,6.824,6.034,24.36
2017-04-04,US.IDXX,US.AMZN,-0.277,-0.493,1.264,-0.841,3.326,3.771,3.494,7.62
2017-04-19,US.IDXX,US.LRCX,3.654,7.046,2.037,10.494,2.521,8.374,5.997,16.278
2017-04-20,US.IDXX,US.LRCX,2.031,5.628,0.589,8.288,1.298,7.698,4.081,13.309
2017-04-24,US.IDXX,US.MSFT,1.149,2.784,-0.13,2.088,0.68,1.943,3.651,10.001
2017-04-25,US.IDXX,US.LRCX,0.8,2.504,-0.228,3.363,1.09,5.396,2.992,13.724
2017-04-26,US.IDXX,US.COST,-1.56,1.708,0.117,1.127,1.093,2.107,2.334,-11.213
2017-04-27,US.IDXX,US.INTU,-1.413,0.271,0.252,1.011,2.851,10.15,4.559,8.751
2017-04-28,US.IDXX,US.META,-3.136,-0.007,-2.689,0.053,-0.101,1.251,-0.704,10.003
2017-05-01,US.IDXX,US.TSLA,-1.264,-4.845,0.458,-2.153,2.565,3.801,1.893,6.511
2017-05-04,US.IDXX,US.REGN,1.689,1.409,0.704,5.3,5.858,10.619,3.739,13.196
2017-05-05,US.IDXX,US.MELI,0.462,4.405,-0.517,-0.941,4.629,1.356,-4.795,5.048
2017-05-10,US.IDXX,US.NVDA,-1.209,5.301,0.975,14.367,5.11,32.005,-6.386,38.005
2017-05-11,US.IDXX,US.NVDA,-0.968,5.194,2.592,9.412,0.852,18.385,-4.707,36.309
2017-05-12,US.IDXX,US.TTD,-0.974,-3.526,2.659,0.655,-3.063,-3.565,-5.177,5.048
2017-05-15,US.IDXX,US.WDAY,-0.918,3.939,2.098,3.751,-1.933,3.082,-6.062,5.683
2017-05-16,US.IDXX,US.ON,-0.316,-4.078,2.228,-2.886,-2.483,-1.694,-8.293,-2.321
2017-05-22,US.IDXX,US.AEP,3.044,2.76,4.854,4.179,1.872,4.842,-4.762,4.935
2017-05-23,US.IDXX,US.TTWO,2.552,5.369,4.714,9.529,1.468,0.302,-7.491,24.866
2017-05-24,US.IDXX,US.INTU,2.217,2.539,4.095,3.541,1.166,1.567,-8.603,-2.448
2017-05-25,US.IDXX,US.GOOGL,1.47,0.429,-1.697,-2.192,-0.03,-0.582,-10.149,-7.157
2017-05-26,US.IDXX,US.MRVL,1.45,-0.792,-5.574,-1.245,-0.949,-0.113,-8.797,-9.581
2017-05-30,US.IDXX,US.ADI,1.757,-5.542,-3.948,-3.669,-3.269,-7.333,-8.527,-6.23
2017-05-31,US.IDXX,US.NXPI,2.108,-0.628,-4.608,-0.573,-2.221,0.0,-9.395,1.92
2017-06-01,US.IDXX,US.PANW,1.837,0.165,-4.565,-5.0,-4.582,-3.087,-10.205,-7.454
2017-06-02,US.IDXX,US.MSFT,-3.12,-2.007,-5.387,-2.453,-4.969,-3.944,-11.433,2.032
2017-06-05,US.IDXX,US.LRCX,-6.924,-3.689,-3.3,-5.929,-6.277,-13.403,-11.571,1.296
2017-06-07,US.IDXX,US.MU,-6.578,-4.431,-3.1,-1.508,-7.375,-7.385,-9.602,-1.631
2017-06-08,US.IDXX,US.NVDA,-6.286,-4.733,-2.813,-0.982,-5.784,-8.241,-9.548,6.671
2017-06-16,US.DXCM,US.CTAS,1.403,-0.797,-4.078,-3.381,-7.304,-3.266,-3.475,3.243
2017-06-21,US.DXCM,US.GILD,-3.894,6.548,-9.141,2.933,-10.622,8.77,-10.264,22.778
2017-06-22,US.DXCM,US.GILD,-6.876,0.539,-8.045,-1.745,-11.642,4.654,-11.973,18.457
2017-07-18,US.TTWO,US.NFLX,4.363,1.836,3.175,-0.855,17.026,-8.224,33.729,6.182
2017-07-19,US.TTWO,US.LRCX,3.863,2.559,1.224,-7.894,17.328,-0.629,31.888,14.479
2017-07-21,US.TTWO,US.CTAS,1.073,-2.037,10.675,-2.478,16.177,-4.204,32.215,9.239
2017-07-25,US.TTWO,US.TEAM,-1.138,-4.5,13.197,-7.5,17.44,-5.526,29.388,4.763
2017-07-26,US.TTWO,US.EA,-2.541,-0.992,11.674,-1.602,15.885,0.153,28.357,-4.178
2017-07-27,US.TTWO,US.ADP,11.768,-3.338,10.802,-5.82,19.496,-9.548,31.64,0.791
2017-07-28,US.TTWO,US.EXC,9.501,-0.611,11.486,-1.519,18.152,0.625,31.099,4.486
2017-08-01,US.TTWO,US.NXPI,14.5,1.692,13.424,1.557,19.842,1.089,31.202,4.851
2017-08-03,US.TTWO,US.XEL,-0.864,1.102,2.077,1.164,9.765,2.889,21.046,3.041
2017-08-04,US.TTWO,US.NXPI,1.813,-0.196,4.971,0.027,9.315,0.427,25.083,3.834
2017-08-07,US.TTWO,US.ON,0.21,0.735,1.613,-3.552,7.258,2.878,22.238,30.557
2017-08-08,US.TTWO,US.AEP,-0.94,0.254,3.748,2.185,4.698,2.918,20.804,3.981
2017-08-14,US.TTWO,US.CMCSA,1.4,-2.625,5.622,-3.723,10.186,-9.547,17.286,-12.789
2017-08-15,US.TTWO,US.PEP,4.732,-0.883,5.659,-2.631,8.957,-3.126,29.771,-5.2
2017-08-22,US.TTWO,US.DXCM,0.885,-0.896,0.916,-1.028,8.436,-7.483,23.612,-31.498
2017-08-25,US.TTWO,US.MRVL,1.31,4.692,5.78,1.877,3.149,3.284,24.049,27.043
2017-08-30,US.TTWO,US.ADI,1.895,-2.598,1.782,-1.109,3.318,2.854,20.717,7.07
2017-08-31,US.TTWO,US.AMGN,1.871,1.614,2.659,5.456,4.54,4.883,20.452,-3.881
2017-09-01,US.TTWO,US.PANW,4.412,-1.22,5.152,-2.209,4.746,-1.411,21.183,1.657
2017-09-05,US.TTWO,US.ISRG,2.946,2.307,5.449,2.353,4.099,5.135,14.79,15.808
2017-09-11,US.TTWO,US.MELI,0.709,1.56,-2.487,-5.272,3.996,-5.324,4.076,-5.016
2017-09-12,US.TTWO,US.AMGN,2.431,-2.45,-2.471,-2.827,2.721,-2.728,4.942,-7.108
2017-09-13,US.TTWO,US.COST,4.232,-0.086,1.367,0.877,4.88,-3.141,7.856,14.579
2017-09-14,US.TTWO,US.MRVL,2.344,-1.368,1.509,-1.696,4.075,0.383,7.466,20.964
2017-09-15,US.TTWO,US.NVDA,2.44,-0.616,1.833,-0.744,4.174,8.04,7.81,8.153
2017-09-18,US.TTWO,US.NVDA,-3.174,-8.824,-0.387,-4.559,3.928,5.535,6.745,1.825
2017-09-20,US.TTWO,US.CPRT,-2.749,2.215,0.019,2.717,1.603,7.59,5.886,29.356
2017-09-22,US.TTWO,US.CSCO,-0.593,0.779,4.269,2.013,2.032,3.524,7.273,16.31
2017-10-02,US.TTWO,US.SPY,3.664,0.654,4.331,1.181,9.24,1.776,7.338,6.486
2017-10-03,US.TTWO,US.PAYX,1.583,2.775,2.8,1.468,9.479,3.708,8.43,11.105
2017-10-04,US.TTWO,US.TEAM,0.602,6.598,1.583,5.067,7.361,28.504,6.603,20.137
2017-10-05,US.TTWO,US.ADP,-0.986,0.018,0.086,0.925,3.858,0.678,8.05,2.689
2017-10-06,US.TTWO,US.NFLX,-2.471,0.742,-2.145,-1.949,1.585,1.005,6.202,3.55
2017-10-10,US.TTWO,US.QCOM,1.198,-2.71,2.484,0.705,3.623,18.99,13.87,24.431
2017-10-12,US.TTWO,US.SNPS,1.083,-1.605,1.924,2.443,11.33,2.549,11.089,5.841
2017-10-18,US.TTWO,US.LRCX,0.249,1.31,5.688,1.234,12.198,3.743,8.938,-4.861
2017-10-20,US.TTWO,US.MSFT,2.773,6.344,3.812,6.763,12.284,5.08,11.76,14.9
2017-10-23,US.TTWO,US.NXPI,4.476,0.284,1.895,0.275,11.799,-1.048,12.418,3.479
2017-10-26,US.TTWO,US.INTU,2.912,0.542,9.229,0.714,11.809,1.705,10.253,10.982
2017-10-27,US.TTWO,US.MSFT,1.011,0.394,7.27,0.072,9.227,0.574,8.68,10.719
2017-10-30,US.TTWO,US.AAPL,-2.47,4.517,7.793,4.724,5.906,4.182,8.805,3.243
2017-10-31,US.TTWO,US.MNST,-3.85,-0.017,7.438,8.113,0.723,6.836,7.808,17.884
