date,day_idx,replacement_type,would_be_victim,would_be_victim_score,would_be_victim_entry_date,would_be_victim_entry_day_idx,would_be_victim_mtm_pnl_at_review,incoming_code,incoming_score,stability_score,final_pnl,foregone_gain_from_review_point,still_held_at_end
2022-03-25,814,LOW_PARTIAL_EVICT,US.CTAS,66.79,2022-03-16,807,220.94,US.EXC,93.08,0.1647815768097562,-43.09,-264.03,False
2022-04-04,820,LOW_PARTIAL_EVICT,US.EXC,63.57,2022-03-31,818,-25.88,US.INTU,87.59,0.049592676220495756,148.17,174.04999999999998,False
2022-04-07,823,FULL_DOWNGRADE_REPLACE,US.XEL,80.87,2022-04-06,822,-29.61,US.ORLY,100.0,0.031455406346608566,-59.52,-29.910000000000004,False
2022-05-27,858,OBSERVATION_EVICT,US.AMGN,41.33,2022-05-25,856,9.93,US.CEG,100.0,,-21.97,-31.9,False
2022-07-19,892,OBSERVATION_EVICT,US.ROST,45.61,2022-07-18,891,21.6,US.CPRT,95.0,,310.54,288.94,False
2022-07-19,892,LOW_PARTIAL_EVICT,US.MU,60.56,2022-07-15,890,45.23,US.CPRT,95.0,0.028679780540993034,-162.99,-208.22,False
2022-08-10,908,LOW_PARTIAL_EVICT,US.ORLY,61.11,2022-07-06,883,351.79,US.TTD,100.0,0.40986704623203735,296.42,-55.370000000000005,False
2022-10-24,960,LOW_PARTIAL_EVICT,US.GILD,67.98,2022-10-21,959,56.54,US.ORLY,100.0,0.025368168039128534,892.86,836.32,False
2023-01-26,1024,LOW_PARTIAL_EVICT,US.CPRT,64.18,2023-01-25,1023,41.82,US.TSLA,100.0,0.022885109671078516,1230.11,1188.29,False
2023-03-16,1058,OBSERVATION_EVICT,US.CDNS,41.16,2023-03-14,1056,12.9,US.GOOG,100.0,,92.0,79.1,False
2023-04-27,1087,LOW_PARTIAL_EVICT,US.MSFT,63.77,2023-04-26,1086,73.77,US.MDLZ,100.0,0.022160646314810115,159.79,86.02,False
2023-05-09,1095,FULL_DOWNGRADE_REPLACE,US.ABNB,82.3,2023-05-08,1094,35.5,US.PLTR,100.0,0.02443009942016239,-314.33,-349.83,False
2023-07-11,1137,FULL_DOWNGRADE_REPLACE,US.FTNT,86.62,2023-07-10,1136,18.4,US.EA,100.0,0.02947855854105523,16.07,-2.3299999999999983,False
2023-08-03,1154,OBSERVATION_EVICT,US.KDP,45.28,2023-08-02,1153,-11.17,US.REGN,100.0,,-42.43,-31.259999999999998,False
2023-08-29,1172,LOW_PARTIAL_EVICT,US.REGN,62.81,2023-08-11,1160,69.15,US.INTU,100.0,0.2777154337265608,73.28,4.1299999999999955,False
2023-09-20,1187,LOW_PARTIAL_EVICT,US.VRTX,62.17,2023-09-19,1186,-47.6,US.XEL,98.76,0.025167971687428795,-72.64,-25.04,False
2023-10-09,1200,OBSERVATION_EVICT,US.FAST,45.68,2023-10-06,1199,5.4,US.PLTR,94.21,,230.94,225.54,False
2023-11-02,1218,LOW_PARTIAL_EVICT,US.NFLX,60.35,2023-10-19,1208,167.46,US.SBUX,100.0,0.1657717696490459,1112.18,944.72,False
2025-04-29,1589,OBSERVATION_EVICT,US.TTWO,40.52,2025-04-25,1587,58.63,US.OKTA,100.0,,-126.31,-184.94,False
2025-04-29,1589,LOW_PARTIAL_EVICT,US.CRWD,63.43,2025-04-25,1587,137.48,US.OKTA,100.0,0.02196741330508847,-6.86,-144.34,False
2025-05-02,1592,OBSERVATION_EVICT,US.FTNT,42.94,2025-04-25,1587,118.26,US.EA,97.17,,-140.04,-258.3,False
2025-05-07,1595,OBSERVATION_EVICT,US.OKTA,41.34,2025-05-06,1594,19.2,US.VRSK,100.0,,-239.0,-258.2,False
2025-09-15,1684,OBSERVATION_EVICT,US.CEG,47.24,2025-04-25,1587,1398.37,US.GOOG,100.0,,1104.91,-293.4599999999998,False
2025-09-15,1684,LOW_PARTIAL_EVICT,US.GOOGL,64.78,2025-09-05,1678,251.81,US.GOOG,100.0,0.13670307928904105,959.26,707.45,False
2025-09-15,1684,FULL_DOWNGRADE_REPLACE,US.TSLA,87.92,2025-09-11,1682,535.99,US.GOOG,100.0,0.050183264975995456,281.53,-254.46000000000004,False
2025-12-10,1745,LOW_PARTIAL_EVICT,US.KDP,61.8,2025-12-08,1743,66.74,US.ROST,92.16,0.046518523793454204,-186.54,-253.27999999999997,False
