date,victim_code,incoming_code,window_end,still_open_at_backtest_end,replace_return_pct,keep_return_pct,replace_alpha_pct
2016-03-29,US.META,US.ON,2016-04-12,False,-5.0,-4.761,-0.239
2016-04-13,US.NFLX,US.MELI,2016-10-13,False,34.423,-8.591,43.014
2016-04-20,US.NVDA,US.ISRG,2016-05-04,False,-5.0,-4.636,-0.364
2016-04-22,US.GILD,US.AMD,2016-04-25,False,-13.534,0.353,-13.887
2016-04-29,US.META,US.IDXX,2016-10-26,False,26.461,11.448,15.014
2016-06-15,US.XEL,US.TEAM,2016-09-14,False,14.39,-2.935,17.325
2016-06-17,US.COST,US.AMD,2016-06-22,False,-5.0,1.43,-6.43
2016-06-30,US.ORLY,US.INTU,2016-08-16,False,1.036,5.467,-4.431
2016-09-21,US.NXPI,US.ADBE,2016-11-10,False,-5.0,15.843,-20.843
2016-10-21,US.GOOGL,US.META,2016-10-26,False,-0.78,-0.238,-0.542
2016-10-24,US.GOOG,US.TMUS,2017-05-30,False,31.041,20.018,11.023
2016-10-31,US.IDXX,US.AEP,2016-11-01,False,-2.428,-2.949,0.522
2016-11-09,US.KLAC,US.GILD,2016-11-17,False,-3.683,5.538,-9.221
2016-11-09,US.HON,US.VRTX,2016-11-22,False,-7.192,0.798,-7.99
2017-01-19,US.TEAM,US.NFLX,2017-06-12,False,9.127,26.076,-16.949
2017-02-02,US.IDXX,US.SNPS,2017-04-07,False,11.343,11.8,-0.457
2017-03-24,US.PEP,US.MU,2017-04-11,False,-5.0,-0.348,-4.652
2017-04-19,US.TEAM,US.LRCX,2017-06-12,False,11.228,8.608,2.62
2017-06-21,US.DXCM,US.GILD,2017-10-27,False,13.259,-43.112,56.372
2017-06-21,US.VRSK,US.VRTX,2017-06-29,False,-5.629,-0.833,-4.797
2017-07-14,US.TTWO,US.ASML,2017-12-04,False,22.761,33.985,-11.224
2017-07-18,US.FTNT,US.NFLX,2017-08-09,False,-5.0,-9.316,4.316
2017-08-14,US.XEL,US.CMCSA,2017-09-07,False,-7.876,3.015,-10.891
2017-09-11,US.KLAC,US.MELI,2017-09-25,False,-5.272,1.911,-7.184
2017-12-12,US.CPRT,US.TSLA,2017-12-26,False,-6.961,-0.824,-6.137
2018-01-02,US.PEP,US.NFLX,2018-02-09,False,19.703,-5.828,25.531
2018-03-08,US.PANW,US.FTNT,2018-07-24,False,23.405,11.25,12.156
2018-03-08,US.TEAM,US.OKTA,2018-03-09,False,-6.784,2.459,-9.243
2018-03-09,US.WDAY,US.KLAC,2018-03-19,False,-5.0,-4.374,-0.626
2018-03-12,US.NFLX,US.AVGO,2018-03-19,False,-6.897,-2.434,-4.463
2018-04-18,US.PCAR,US.ISRG,2018-04-23,False,-5.0,-2.148,-2.852
2018-05-04,US.BKR,US.AAPL,2018-07-11,False,2.597,-8.556,11.153
2018-11-30,US.CTAS,US.WDAY,2018-12-17,False,-6.244,-11.293,5.049
2019-01-17,US.NFLX,US.FAST,2019-03-20,False,10.015,6.237,3.777
2019-01-18,US.BKR,US.CTAS,2019-03-25,False,4.325,13.723,-9.398
2019-01-24,US.MRVL,US.ADI,2019-05-13,False,10.569,26.89,-16.321
2019-01-24,US.DXCM,US.LRCX,2019-03-29,False,11.991,-17.338,29.329
2019-01-24,US.SBUX,US.ASML,2019-05-13,False,14.598,19.613,-5.016
2019-03-26,US.MDLZ,US.VRSK,2019-09-09,False,21.84,14.84,7.0
2019-04-01,US.ADP,US.CDNS,2019-06-03,False,-5.0,-3.745,-1.255
2019-06-18,US.MDLZ,US.AMGN,2019-08-08,False,1.993,1.217,0.776
2019-07-01,US.TXN,US.AVGO,2019-07-03,False,-5.204,-1.067,-4.138
2019-09-03,US.PDD,US.AEP,2019-09-05,False,-1.412,4.872,-6.284
2019-09-11,US.ASML,US.AAPL,2020-02-24,False,31.596,19.697,11.899
2019-10-15,US.ALGN,US.NVDA,2019-11-19,False,5.917,29.797,-23.879
2019-10-18,US.HON,US.ISRG,2019-10-22,False,-5.386,2.144,-7.53
2019-10-22,US.ALGN,US.PCAR,2020-01-31,False,0.335,20.365,-20.03
2019-11-01,US.KDP,US.FTNT,2020-02-24,False,19.486,3.835,15.652
2019-12-12,US.AEP,US.MU,2020-02-27,False,-1.069,2.438,-3.507
2020-04-29,US.META,US.ALGN,2020-04-30,False,-5.0,5.417,-10.417
2020-04-29,US.SPY,US.GOOGL,2020-06-16,False,7.77,6.736,1.034
2020-06-19,US.DDOG,US.AMGN,2020-06-26,False,-2.455,-2.639,0.184
2020-07-01,US.AMD,US.AMGN,2020-07-14,False,-5.0,4.07,-9.07
2022-03-17,US.VRTX,US.DXCM,2022-04-26,False,-6.868,7.076,-13.944
2022-03-18,US.AEP,US.PAYX,2022-03-23,False,-2.146,2.062,-4.209
2022-03-25,US.NVDA,US.EXC,2022-06-02,False,8.415,-29.25,37.665
2022-03-29,US.AAPL,US.ADP,2022-05-09,False,-6.739,-14.906,8.167
2022-03-29,US.VRSK,US.PLTR,2022-04-06,False,-8.451,2.537,-10.988
2022-03-29,US.BKR,US.PAYX,2022-05-02,False,-5.0,-15.708,10.708
2022-04-04,US.VRTX,US.INTU,2022-04-11,False,-6.261,4.634,-10.895
2022-04-07,US.AEP,US.COST,2022-04-22,False,-5.978,-3.018,-2.96
2022-04-07,US.REGN,US.ORLY,2022-04-14,False,-1.782,1.554,-3.336
2022-04-08,US.TSLA,US.CEG,2022-04-11,False,-5.217,-4.833,-0.384
2022-05-27,US.CEG,US.KLAC,2022-06-01,False,-5.0,-4.429,-0.571
2022-05-27,US.AMGN,US.SNPS,2022-06-10,False,-5.44,-5.974,0.534
2022-05-27,US.GILD,US.LIN,2022-06-01,False,-3.04,-0.046,-2.993
2022-07-19,US.ROST,US.CPRT,2022-09-01,False,-4.345,9.043,-13.388
2022-07-20,US.SNOW,US.NFLX,2023-03-09,False,37.581,-13.129,50.71
2022-07-20,US.AAPL,US.META,2022-07-22,False,-7.548,0.686,-8.234
2022-07-21,US.TXN,US.ASML,2022-08-26,False,-5.737,2.442,-8.178
2022-07-27,US.CMCSA,US.SNPS,2022-09-01,False,-5.954,-14.918,8.964
2022-08-10,US.VRTX,US.TTD,2022-08-17,False,-5.482,1.17,-6.652
2022-08-18,US.AAPL,US.CSCO,2022-08-24,False,-5.0,-3.801,-1.199
2022-10-24,US.FANG,US.ORLY,2023-01-05,False,8.566,-11.341,19.908
2022-10-27,US.DXCM,US.CEG,2022-11-08,False,-5.911,13.926,-19.837
2022-10-28,US.TTWO,US.DXCM,2022-11-03,False,-6.842,-10.256,3.414
2022-10-28,US.HON,US.TMUS,2022-11-15,False,-5.0,5.638,-10.638
2023-01-17,US.META,US.CDNS,2023-07-10,False,35.526,117.272,-81.746
2023-01-20,US.GOOG,US.GOOGL,2023-01-25,False,-2.857,-2.568,-0.288
2023-01-26,US.ASML,US.TSLA,2023-04-26,False,-4.068,-10.744,6.676
2023-03-03,US.LIN,US.OKTA,2023-03-10,False,-5.283,-5.751,0.467
2023-03-16,US.AMD,US.NVDA,2023-12-20,False,88.419,40.238,48.181
2023-04-27,US.SBUX,US.MDLZ,2023-06-07,False,-2.285,-12.721,10.436
2023-08-03,US.KDP,US.MELI,2023-08-16,False,-5.719,-0.236,-5.483
2023-08-29,US.SBUX,US.INTU,2023-09-21,False,-5.987,-6.102,0.115
2023-09-20,US.PAYX,US.XEL,2023-09-27,False,-5.0,0.744,-5.744
2023-10-09,US.FAST,US.PLTR,2023-10-16,False,-5.0,6.039,-11.039
2023-10-10,US.PCAR,US.EA,2023-10-30,False,-5.286,-3.63,-1.655
2023-10-12,US.META,US.AVGO,2023-10-19,False,-4.171,-3.501,-0.669
2023-10-12,US.LIN,US.FAST,2023-10-24,False,-5.0,-2.767,-2.233
2023-11-02,US.DXCM,US.AEP,2023-11-10,False,-0.827,0.406,-1.232
2023-11-03,US.QCOM,US.GEHC,2023-11-29,False,-5.393,7.7,-13.094
2023-11-03,US.TMUS,US.MNST,2023-12-15,False,-0.846,6.334,-7.18
2023-11-29,US.LIN,US.WDAY,2024-03-05,False,1.233,12.396,-11.162
2023-12-06,US.TMUS,US.FAST,2024-04-11,False,13.112,3.749,9.363
2024-02-22,US.AEP,US.PCAR,2024-04-18,False,2.932,0.683,2.249
2024-03-18,US.BKR,US.APP,2024-03-19,False,-5.0,2.563,-7.563
2024-04-01,US.PEP,US.GOOG,2024-06-07,False,12.428,-0.342,12.77
2025-04-29,US.TTWO,US.OKTA,2025-05-28,False,-6.5,-1.032,-5.468
2025-06-09,US.INTU,US.TXN,2025-07-23,False,-6.506,1.658,-8.163
2025-08-20,US.EA,US.ADI,2025-09-25,False,1.486,-1.648,3.134
2025-09-08,US.CEG,US.GEHC,2025-09-10,False,-2.776,7.088,-9.864
