code,entry_date,sell_date,strategy,exit_reason,pnl,return_pct
US.ON,2021-01-13,2021-01-27,atr_breakout,STOP_LOSS,-16129.22,-7.98
US.GOOGL,2021-01-20,2021-01-29,atr_breakout,STRAT_EXIT,-31029.3,-2.9
US.AMGN,2021-01-15,2021-02-03,atr_breakout,STOP_LOSS,-11796.57,-5.09
US.SBUX,2021-01-28,2021-02-12,boll_mr,STRAT_EXIT,5222.89,7.17
US.HON,2021-02-01,2021-02-16,boll_mr,STRAT_EXIT,3988.81,3.98
US.TSM,2021-01-04,2021-03-04,atr_breakout,ATR_TRAIL,28050.27,3.44
US.ASX,2020-10-30,2021-03-04,atr_breakout,ATR_TRAIL,154549.8,58.4
US.SBUX,2021-02-26,2021-03-05,atr_breakout,STRAT_EXIT,-6920.43,-2.71
US.BKR,2020-10-30,2021-04-09,atr_breakout,ATR_TRAIL,97525.12,38.67
US.GOOGL,2021-02-03,2021-06-03,atr_breakout,STRAT_EXIT,121197.79,13.89
US.AMAT,2020-11-19,2021-06-16,atr_breakout,STRAT_EXIT,128585.41,77.65
US.NVDA,2021-06-02,2021-07-19,atr_breakout,ATR_TRAIL,57716.43,6.64
US.ASX,2021-07-20,2021-07-22,atr_breakout,STRAT_EXIT,-3847.69,-1.9
US.MDLZ,2021-03-12,2021-07-22,atr_breakout,STRAT_EXIT,22030.44,13.28
US.TMUS,2021-06-04,2021-08-26,atr_breakout,ATR_TRAIL,-29332.69,-4.89
US.SNOW,2021-08-26,2021-08-30,atr_breakout,STOP_LOSS,-43548.39,-5.09
US.PAYX,2021-07-08,2021-09-10,atr_breakout,ATR_TRAIL,1138.98,0.5
US.META,2021-08-30,2021-09-17,atr_breakout,STOP_LOSS,-43065.78,-5.09
US.FANG,2021-09-17,2021-09-20,atr_breakout,STOP_LOSS,-10125.2,-5.09
US.DDOG,2021-09-22,2021-09-27,atr_breakout,STOP_LOSS,-31818.17,-5.09
US.ORLY,2021-03-05,2021-09-28,atr_breakout,STRAT_EXIT,54729.52,31.43
US.TEAM,2021-09-17,2021-09-28,atr_breakout,STOP_LOSS,-9828.66,-5.78
US.INTU,2021-06-03,2021-10-04,atr_breakout,ATR_TRAIL,28956.11,15.8
US.TSLA,2021-09-27,2021-10-04,atr_breakout,STRAT_EXIT,-10399.2,-1.34
US.GOOG,2021-09-21,2021-10-04,boll_mr,STOP_LOSS,-2962.18,-5.09
US.BKNG,2021-09-23,2021-11-18,atr_breakout,STOP_LOSS,-44955.37,-5.09
US.TTWO,2021-10-05,2021-11-22,atr_breakout,ATR_TRAIL,3433.61,1.68
US.APP,2021-10-07,2021-12-03,atr_breakout,ATR_TRAIL,-205.95,-0.03
US.KB,2021-12-06,2021-12-13,atr_breakout,STRAT_EXIT,-2896.02,-1.53
US.PAYX,2021-10-05,2021-12-17,atr_breakout,STRAT_EXIT,12890.96,6.5
US.XEL,2021-12-13,2021-12-20,atr_breakout,STRAT_EXIT,-1076.49,-0.6
US.CPNG,2021-12-17,2022-01-04,atr_breakout,STOP_LOSS,-57707.31,-9.48
US.XEL,2022-01-10,2022-01-11,atr_breakout,STRAT_EXIT,-3537.14,-1.9
US.COST,2021-03-25,2022-01-14,atr_breakout,ATR_TRAIL,251736.76,45.7
US.SHG,2022-01-10,2022-01-18,atr_breakout,STRAT_EXIT,-312.5,-0.16
US.AAPL,2021-11-18,2022-01-24,atr_breakout,ATR_TRAIL,8800.1,0.99
US.PDD,2022-01-19,2022-01-24,atr_breakout,STOP_LOSS,-11438.13,-6.04
US.ADI,2022-01-21,2022-01-24,boll_mr,STOP_LOSS,-7377.21,-5.09
US.MDLZ,2022-01-21,2022-01-28,atr_breakout,STOP_LOSS,-18140.96,-5.09
US.CSCO,2022-01-24,2022-01-28,boll_mr,STOP_LOSS,-7533.33,-5.09
US.BKR,2022-01-25,2022-01-28,atr_breakout,STOP_LOSS,-21008.75,-5.09
US.GILD,2022-01-21,2022-02-02,boll_mr,STOP_LOSS,-6647.14,-5.09
US.GOOG,2022-02-02,2022-02-04,atr_breakout,STOP_LOSS,-15700.74,-5.09
US.GOOGL,2022-02-02,2022-02-04,atr_breakout,STOP_LOSS,-15696.08,-5.09
US.WF,2022-02-04,2022-02-11,atr_breakout,STRAT_EXIT,-7182.85,-2.46
US.VRTX,2022-02-01,2022-02-11,atr_breakout,STOP_LOSS,-24532.1,-5.09
US.REGN,2022-02-11,2022-02-14,atr_breakout,STRAT_EXIT,-4305.43,-2.43
US.MELI,2022-02-15,2022-02-16,atr_breakout,STOP_LOSS,-8347.75,-5.09
US.ABNB,2022-02-15,2022-02-22,atr_breakout,STOP_LOSS,-23092.67,-8.32
US.BKNG,2022-02-16,2022-02-22,atr_breakout,STOP_LOSS,-20569.58,-6.93
US.CPNG,2022-02-15,2022-02-22,atr_breakout,STOP_LOSS,-20589.83,-7.48
US.SHG,2022-02-11,2022-02-23,atr_breakout,STRAT_EXIT,-2487.01,-1.04
US.SPY,2022-01-24,2022-02-24,boll_mr,STOP_LOSS,-5904.03,-5.09
US.PEP,2021-12-06,2022-02-24,atr_breakout,ATR_TRAIL,-3282.8,-1.81
US.BKR,2022-02-16,2022-02-24,atr_breakout,STOP_LOSS,-16154.78,-5.09
US.CRWD,2022-02-28,2022-03-04,atr_breakout,STOP_LOSS,-18894.68,-8.37
US.PANW,2022-02-24,2022-03-15,atr_breakout,STOP_LOSS,-21182.44,-5.09
US.KEP,2022-03-11,2022-03-18,atr_breakout,STRAT_EXIT,-2090.13,-1.3
US.ORLY,2022-03-15,2022-03-21,atr_breakout,STRAT_EXIT,-2579.61,-1.59
US.NVDA,2022-03-21,2022-04-06,atr_breakout,STOP_LOSS,-14441.51,-8.79
US.TSLA,2022-03-21,2022-04-26,atr_breakout,STOP_LOSS,-6570.57,-5.09
US.CMCSA,2022-04-25,2022-04-28,boll_mr,STOP_LOSS,-5499.74,-8.86
US.REGN,2022-03-14,2022-05-02,atr_breakout,ATR_TRAIL,-1913.03,-2.1
US.VRSK,2022-03-18,2022-05-04,atr_breakout,STOP_LOSS,-46595.94,-7.15
US.SPY,2022-04-27,2022-05-10,boll_mr,STOP_LOSS,-2809.24,-5.09
US.AEP,2022-02-28,2022-05-31,atr_breakout,STRAT_EXIT,30444.12,13.31
US.REGN,2022-05-25,2022-06-01,atr_breakout,STOP_LOSS,-9775.36,-5.09
US.AMGN,2022-05-25,2022-06-02,atr_breakout,STRAT_EXIT,-3690.91,-1.97
US.CMCSA,2022-05-26,2022-06-03,atr_breakout,STRAT_EXIT,-4920.83,-2.81
US.GILD,2022-05-25,2022-06-06,atr_breakout,STOP_LOSS,-10380.42,-5.09
US.PCAR,2022-06-01,2022-06-09,atr_breakout,STRAT_EXIT,-1294.33,-0.67
US.ON,2022-06-06,2022-06-09,atr_breakout,STOP_LOSS,-31055.21,-5.17
US.TMUS,2022-06-01,2022-06-09,atr_breakout,STRAT_EXIT,-2239.86,-1.24
US.BKR,2022-05-26,2022-06-10,atr_breakout,STOP_LOSS,-9125.92,-5.09
US.TTWO,2022-06-07,2022-06-10,atr_breakout,STOP_LOSS,-8451.54,-5.09
US.ZS,2022-06-08,2022-06-10,atr_breakout,STOP_LOSS,-11871.34,-7.31
US.EA,2022-05-26,2022-06-13,atr_breakout,STOP_LOSS,-12166.79,-7.11
US.TEAM,2022-06-24,2022-06-28,atr_breakout,STOP_LOSS,-12654.35,-6.28
US.ZS,2022-06-24,2022-06-28,atr_breakout,STOP_LOSS,-17981.51,-9.39
US.CRWD,2022-06-24,2022-06-28,atr_breakout,STOP_LOSS,-12675.19,-5.93
US.PLTR,2022-06-23,2022-06-30,atr_breakout,STOP_LOSS,-11268.86,-5.09
US.MDLZ,2022-07-01,2022-07-11,atr_breakout,STRAT_EXIT,-3518.79,-1.77
US.PEP,2022-07-01,2022-07-12,atr_breakout,STRAT_EXIT,-73.05,-0.04
US.COST,2022-07-06,2022-07-13,atr_breakout,STRAT_EXIT,-246.27,-0.19
US.CTAS,2022-07-14,2022-07-18,atr_breakout,STRAT_EXIT,-4052.0,-2.21
US.SNOW,2022-06-23,2022-07-26,atr_breakout,STOP_LOSS,-20204.98,-9.16
US.AAPL,2022-07-14,2022-07-26,atr_breakout,STRAT_EXIT,3270.16,2.0
US.PDD,2022-05-31,2022-07-29,atr_breakout,STOP_LOSS,-8619.52,-5.09
US.MNST,2022-06-23,2022-08-09,atr_breakout,STOP_LOSS,-11506.6,-5.09
US.VRTX,2022-08-09,2022-08-18,atr_breakout,STRAT_EXIT,-2707.2,-1.62
US.KB,2022-08-09,2022-08-22,atr_breakout,STOP_LOSS,-9044.67,-5.55
US.ADI,2022-07-14,2022-08-29,atr_breakout,ATR_TRAIL,2426.23,1.34
US.FANG,2022-08-29,2022-08-30,atr_breakout,STOP_LOSS,-7690.55,-5.09
US.AAPL,2022-07-29,2022-09-01,atr_breakout,ATR_TRAIL,-31805.64,-4.32
US.PCAR,2022-07-26,2022-09-08,atr_breakout,ATR_TRAIL,-2935.18,-1.75
US.DXCM,2022-09-09,2022-09-14,atr_breakout,STOP_LOSS,-8613.6,-5.09
US.KDP,2022-07-26,2022-09-27,atr_breakout,ATR_TRAIL,-5127.49,-3.06
US.VRTX,2022-10-03,2022-10-07,atr_breakout,STRAT_EXIT,-1397.33,-0.84
US.PCAR,2022-10-04,2022-10-07,atr_breakout,STRAT_EXIT,-4661.44,-2.58
US.CEG,2022-09-08,2022-10-13,atr_breakout,STOP_LOSS,-31505.24,-5.09
US.CPNG,2022-07-18,2022-10-21,atr_breakout,STOP_LOSS,-8551.04,-5.09
US.PKX,2022-10-19,2022-10-24,atr_breakout,STRAT_EXIT,-5873.64,-3.59
US.AMGN,2022-09-14,2022-10-26,boll_mr,TAKE_PROFIT,4228.21,14.87
US.FANG,2022-10-06,2022-12-08,atr_breakout,STOP_LOSS,-9348.12,-5.45
US.PDD,2022-12-08,2022-12-12,atr_breakout,STOP_LOSS,-7176.5,-5.62
US.SHG,2022-12-12,2022-12-15,atr_breakout,STOP_LOSS,-7057.73,-5.15
US.KEP,2022-12-16,2023-01-03,atr_breakout,STOP_LOSS,-7229.71,-5.22
US.AMGN,2022-10-26,2023-01-26,atr_breakout,ATR_TRAIL,-27587.94,-4.37
US.HON,2022-10-18,2023-02-02,atr_breakout,ATR_TRAIL,20326.58,10.61
US.TSLA,2023-02-09,2023-02-10,atr_breakout,STOP_LOSS,-5951.06,-5.12
US.NVDA,2023-02-07,2023-02-10,atr_breakout,STOP_LOSS,-5838.95,-5.09
US.GILD,2023-02-13,2023-02-14,atr_breakout,STRAT_EXIT,-2831.01,-2.16
US.BKR,2022-10-18,2023-02-15,atr_breakout,STRAT_EXIT,71979.7,34.49
US.PEP,2023-02-13,2023-02-21,atr_breakout,STRAT_EXIT,-1317.99,-0.99
US.ORLY,2023-02-13,2023-02-22,atr_breakout,STRAT_EXIT,-1241.17,-0.92
US.KDP,2023-02-23,2023-02-24,atr_breakout,STRAT_EXIT,-1082.56,-0.98
US.VRSK,2023-03-06,2023-03-10,atr_breakout,STRAT_EXIT,-5288.55,-4.12
US.BKNG,2023-03-02,2023-03-13,atr_breakout,STOP_LOSS,-6977.28,-5.48
US.LIN,2023-02-24,2023-03-15,atr_breakout,STOP_LOSS,-4720.19,-5.09
US.DXCM,2022-10-06,2023-04-11,atr_breakout,STRAT_EXIT,35881.23,20.68
US.AMD,2023-03-15,2023-04-25,atr_breakout,STOP_LOSS,-9184.25,-6.64
US.PEP,2023-04-25,2023-05-23,atr_breakout,ATR_TRAIL,-13483.7,-2.7
US.PLTR,2023-05-23,2023-05-24,atr_breakout,STOP_LOSS,-6221.12,-5.09
US.GOOG,2023-03-16,2023-07-19,atr_breakout,STRAT_EXIT,119831.91,21.33
US.ZS,2023-07-19,2023-07-20,atr_breakout,STOP_LOSS,-35345.81,-8.24
US.ISRG,2023-04-11,2023-08-02,atr_breakout,ATR_TRAIL,71100.58,19.3
US.PANW,2023-05-24,2023-08-04,atr_breakout,ATR_TRAIL,27031.69,6.74
US.META,2023-01-03,2023-09-15,atr_breakout,STRAT_EXIT,170269.07,140.17
US.CMCSA,2023-07-20,2023-09-21,atr_breakout,STRAT_EXIT,24698.84,5.65
US.KDP,2023-08-02,2023-09-25,atr_breakout,STOP_LOSS,-8006.25,-5.83
US.MNST,2023-09-28,2023-10-03,boll_mr,STOP_LOSS,-3412.71,-5.09
US.KDP,2023-09-28,2023-10-06,boll_mr,STOP_LOSS,-3313.73,-5.09
US.CPNG,2023-09-22,2023-10-12,boll_mr,STRAT_EXIT,2075.42,1.76
US.META,2023-10-06,2023-10-13,atr_breakout,STRAT_EXIT,-439.11,-0.33
US.VRTX,2023-10-06,2023-10-18,atr_breakout,STRAT_EXIT,2756.23,1.82
US.AVGO,2023-10-12,2023-10-19,atr_breakout,STRAT_EXIT,-28328.78,-4.26
US.UMC,2023-10-18,2023-10-25,atr_breakout,STOP_LOSS,-6447.58,-5.09
US.CPNG,2023-10-24,2023-10-25,atr_breakout,STOP_LOSS,-7104.82,-5.09
US.FANG,2023-10-13,2023-10-27,atr_breakout,STOP_LOSS,-31040.07,-5.09
US.QCOM,2023-10-26,2023-11-08,boll_mr,TAKE_PROFIT,8307.18,14.87
US.KEP,2023-11-08,2023-11-10,atr_breakout,STOP_LOSS,-25962.84,-5.09
US.CPRT,2023-09-22,2023-11-14,boll_mr,TAKE_PROFIT,17088.81,14.87
US.LIN,2023-09-22,2023-12-12,boll_mr,TAKE_PROFIT,15007.77,14.87
US.SNPS,2023-11-14,2023-12-29,atr_breakout,STOP_LOSS,-30718.69,-5.09
US.TEAM,2023-12-20,2024-01-02,atr_breakout,STOP_LOSS,-13558.41,-5.09
US.DXCM,2023-11-01,2024-01-23,atr_breakout,STRAT_EXIT,50608.84,34.87
US.MNST,2023-12-29,2024-02-13,atr_breakout,STRAT_EXIT,-8012.77,-2.61
US.MDLZ,2024-01-02,2024-02-14,atr_breakout,ATR_TRAIL,-43768.21,-3.65
US.CRWD,2023-02-27,2024-02-21,atr_breakout,ATR_TRAIL,149753.94,126.37
US.EA,2024-02-14,2024-02-28,atr_breakout,STRAT_EXIT,-26967.02,-2.06
US.TMUS,2023-11-01,2024-03-01,atr_breakout,STRAT_EXIT,20909.18,13.44
US.AMD,2024-03-01,2024-03-14,atr_breakout,STOP_LOSS,-81673.37,-7.77
US.KEP,2024-02-23,2024-03-19,atr_breakout,STOP_LOSS,-81662.81,-6.31
US.SHG,2024-03-14,2024-03-27,atr_breakout,STOP_LOSS,-65499.96,-5.09
US.PCAR,2024-02-14,2024-04-18,atr_breakout,ATR_TRAIL,15505.21,6.53
US.PEP,2024-04-22,2024-04-23,atr_breakout,STRAT_EXIT,-7673.77,-3.06
US.CTAS,2024-03-27,2024-05-02,atr_breakout,STOP_LOSS,-63583.96,-5.09
US.ASX,2024-04-22,2024-05-10,boll_mr,STRAT_EXIT,3332.87,3.23
US.BKR,2024-03-19,2024-05-28,atr_breakout,STRAT_EXIT,-24004.27,-1.89
US.NVDA,2024-05-28,2024-05-31,atr_breakout,STOP_LOSS,-60017.87,-5.09
US.KDP,2024-04-19,2024-07-09,atr_breakout,ATR_TRAIL,5282.49,1.97
US.QCOM,2024-05-02,2024-07-17,atr_breakout,ATR_TRAIL,75941.29,6.71
US.CEG,2024-02-28,2024-07-17,atr_breakout,ATR_TRAIL,121380.67,9.53
US.AVGO,2023-12-12,2024-07-25,atr_breakout,ATR_TRAIL,243179.86,40.68
US.AEP,2024-07-30,2024-10-23,atr_breakout,STRAT_EXIT,30682.25,3.56
US.EXC,2024-07-17,2024-11-22,atr_breakout,STRAT_EXIT,102480.31,8.31
US.TMUS,2024-05-31,2024-12-17,atr_breakout,ATR_TRAIL,312399.21,26.86
US.DDOG,2024-11-22,2024-12-19,atr_breakout,STOP_LOSS,-70973.92,-5.19
US.ASX,2024-12-24,2024-12-30,atr_breakout,STRAT_EXIT,-40241.05,-3.88
US.TSM,2024-12-23,2025-01-02,atr_breakout,STOP_LOSS,-15974.66,-5.09
US.ADI,2024-12-19,2025-01-03,boll_mr,STRAT_EXIT,4039.05,3.55
US.AAPL,2024-12-20,2025-01-07,atr_breakout,STOP_LOSS,-16233.78,-5.09
US.ASX,2025-01-07,2025-01-10,atr_breakout,STRAT_EXIT,-30852.08,-3.5
US.CEG,2025-01-10,2025-01-13,atr_breakout,STOP_LOSS,-72822.29,-8.59
US.ISRG,2024-12-20,2025-01-14,boll_mr,STRAT_EXIT,1947.56,2.65
US.TSM,2025-01-03,2025-01-27,atr_breakout,STOP_LOSS,-24936.99,-7.9
US.AEP,2025-01-27,2025-01-29,atr_breakout,STOP_LOSS,-59227.74,-5.09
US.TTWO,2024-10-23,2025-01-31,atr_breakout,STRAT_EXIT,37444.31,15.08
US.BKR,2025-01-13,2025-03-04,atr_breakout,STOP_LOSS,-43831.74,-5.09
US.SBUX,2025-01-29,2025-03-07,atr_breakout,ATR_TRAIL,-46602.57,-4.08
US.EA,2025-03-06,2025-03-12,atr_breakout,STRAT_EXIT,-8195.62,-0.59
US.FANG,2025-03-24,2025-04-03,atr_breakout,STOP_LOSS,-53865.32,-12.33
US.CPRT,2025-04-02,2025-04-04,atr_breakout,STOP_LOSS,-27854.07,-5.24
US.EA,2025-03-21,2025-04-04,atr_breakout,STOP_LOSS,-34201.25,-6.3
US.LIN,2025-04-02,2025-04-04,atr_breakout,STOP_LOSS,-31055.19,-6.85
US.WF,2025-04-07,2025-04-08,boll_mr,STOP_LOSS,-11203.73,-5.09
US.ORLY,2024-07-25,2025-04-22,atr_breakout,STRAT_EXIT,321180.47,27.34
US.CMCSA,2025-04-07,2025-04-24,boll_mr,STOP_LOSS,-11414.98,-5.09
US.FTNT,2025-04-25,2025-05-08,atr_breakout,STOP_LOSS,-21784.18,-5.09
US.OKTA,2025-05-06,2025-05-28,atr_breakout,STOP_LOSS,-45171.85,-10.2
US.APP,2025-05-08,2025-06-20,atr_breakout,STOP_LOSS,-46012.77,-5.09
US.MNST,2025-03-21,2025-06-24,atr_breakout,STRAT_EXIT,57255.01,10.8
US.MELI,2025-04-25,2025-07-07,atr_breakout,STRAT_EXIT,38182.05,12.24
US.MU,2025-06-20,2025-07-14,atr_breakout,STOP_LOSS,-21988.34,-5.09
US.KB,2025-04-25,2025-08-01,atr_breakout,ATR_TRAIL,139107.95,28.47
US.ZS,2025-04-25,2025-08-07,atr_breakout,ATR_TRAIL,134821.05,26.24
US.INTU,2025-05-28,2025-08-11,atr_breakout,STOP_LOSS,-26725.02,-6.37
US.QCOM,2025-08-01,2025-08-20,boll_mr,STRAT_EXIT,7781.89,4.78
US.APP,2025-09-08,2025-10-06,atr_breakout,ATR_TRAIL,18876.56,2.74
US.MSFT,2025-10-06,2025-10-30,atr_breakout,STRAT_EXIT,-8817.28,-0.63
US.ASX,2025-10-30,2025-11-17,atr_breakout,STOP_LOSS,-71234.13,-5.09
US.AMD,2025-06-24,2025-11-21,atr_breakout,ATR_TRAIL,642035.06,45.94
US.AEP,2025-11-17,2025-12-04,atr_breakout,STOP_LOSS,-23469.99,-5.09
US.AVGO,2025-04-25,2025-12-17,atr_breakout,ATR_TRAIL,373564.9,69.93
US.CEG,2025-04-25,2026-01-16,atr_breakout,ATR_TRAIL,178485.95,38.31
US.BKR,2026-02-19,2026-03-09,atr_breakout,STOP_LOSS,-25350.93,-5.09
US.APP,2026-03-09,2026-03-10,atr_breakout,STOP_LOSS,-33866.61,-7.79
US.SBUX,2026-03-10,2026-03-18,atr_breakout,STOP_LOSS,-38817.15,-8.13
US.QQQ,2025-06-20,2026-03-20,core_etf,MA200_BREAK,23684.48,10.76
US.MU,2025-09-05,2026-03-30,atr_breakout,ATR_TRAIL,2024776.46,144.71
US.LIN,2026-02-19,2026-04-07,atr_breakout,STRAT_EXIT,5496.25,1.15
US.FANG,2026-03-18,2026-04-08,atr_breakout,STOP_LOSS,-24220.56,-5.09
US.COST,2026-04-02,2026-04-10,atr_breakout,STRAT_EXIT,-9779.35,-1.72
US.ROST,2025-11-21,2026-04-13,atr_breakout,STRAT_EXIT,378250.03,27.38
